employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,vol_exit_date,left,tenure_m_at_ref,last_rating,last_goal,last_promo_rec,n_reviews,n_promo_recs,repeat_promo_rec,ever_promo_rec,eligible_never_rec,goal_delta,surveyed,responded,non_responder,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,eng_index,d_manager_effectiveness,d_career_development,d_recognition,hist_response_rate,mgr_span,ref_date
E00745,Ryan Park,1990-11-29,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",125900.0,0.87,Male,60+,European (non-Anglo),Full-time,False,False,E10710,agency,NovaCorp-Origin,WorkdayHR,31.0,427,False,,0,406.8331143232588,Outstanding,79.8,False,1.0,0.0,0,0,0,0.0,True,True,0,4.51,4.19,4.99,3.39,3.28,4.12,3.57,4.66,4.08875,0.13999999999999968,-0.1299999999999999,0.4900000000000002,1.0,8.0,2024-10-25
E00746,Stacy Lewis,1990-11-30,,active,Retail Banking,Risk-Compliance,3,"Senior Manager, Retail Banking",216100.0,1.03,Female,60+,Anglo-Australian,Full-time,False,False,E11758,agency,NovaCorp-Origin,WorkdayHR,46.0,427,False,,0,406.80026281208933,Meets Expectations,53.6,False,1.0,0.0,0,0,0,0.0,True,True,0,4.77,2.75,3.53,4.19,5.0,4.5,5.0,3.67,4.1762500000000005,0.02999999999999936,1.5100000000000002,-0.5299999999999998,1.0,8.0,2024-10-25
E00747,Joshua Schwartz,1990-11-30,,active,Technology,Management,3,"Senior Manager, Technology",176400.0,0.88,Male,60+,Middle Eastern,Full-time,False,False,E10051,agency,NovaCorp-Origin,WorkdayHR,34.0,427,False,,0,406.80026281208933,Below Expectations,46.4,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.77,-0.14000000000000012,-0.6300000000000003,1.0,3.0,2024-10-25
E00748,Anita Roberts,1990-12-03,,active,Retail Banking,Technology,2,"Manager, Retail Banking",123800.0,0.85,Female,50-54,Anglo-Australian,Full-time,True,False,E10411,referral,NovaCorp-Origin,WorkdayHR,26.0,427,False,,0,406.7017082785808,High Performer,68.7,True,1.0,1.0,0,1,0,0.0,True,True,0,2.49,2.99,2.55,3.59,3.11,3.8,3.23,2.26,3.0025000000000004,-0.029999999999999805,0.79,-1.0300000000000002,0.6666666666666666,3.0,2024-10-25
E00749,Heather Smith,1990-12-04,,active,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",138700.0,0.96,Female,60+,Anglo-Australian,Part-time,False,False,E13489,direct,NovaCorp-Origin,WorkdayHR,19.0,427,False,,0,406.6688567674113,Meets Expectations,57.8,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.28000000000000025,-0.1499999999999999,0.8499999999999996,1.0,3.0,2024-10-25
E00750,Mathew Ross,1990-12-08,,active,Retail Banking,Technology,2,"Manager, Retail Banking",115400.0,0.8,Male,60+,Anglo-Australian,Casual,False,False,E12215,acquisition,NovaCorp-Origin,WorkdayHR,16.0,426,False,,0,406.53745072273324,High Performer,71.5,False,1.0,0.0,0,0,0,0.0,True,True,0,3.12,2.4,1.44,3.48,3.89,2.85,1.83,2.66,2.70875,0.3799999999999999,0.3799999999999999,0.43999999999999995,0.6666666666666666,4.0,2024-10-25
E00751,Richard Nelson,1990-12-08,,active,Technology,Client-Advisory,3,"Senior Manager, Technology",189100.0,0.95,Male,60+,Southeast Asian,Full-time,False,False,E01696,direct,NovaCorp-Origin,WorkdayHR,49.0,426,False,,0,406.53745072273324,High Performer,64.7,True,1.0,1.0,0,1,0,0.0,True,True,0,3.02,3.39,3.02,3.36,3.73,2.17,3.18,2.21,3.01,0.26000000000000023,0.69,-1.1099999999999999,1.0,3.0,2024-10-25
E00752,Robert Fleming,1990-12-09,,active,Retail Banking,Technology,2,"Manager, Retail Banking",120100.0,0.83,Male,60+,Prefer not to say,Full-time,False,False,E08705,graduate,NovaCorp-Origin,WorkdayHR,73.0,426,False,,0,406.50459921156374,Meets Expectations,39.8,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.19999999999999973,0.5699999999999998,0.22999999999999998,1.0,3.0,2024-10-25
E00753,Theresa Lyons,1990-12-10,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",132000.0,0.91,Female,60+,Anglo-Australian,Casual,False,False,E04052,graduate,NovaCorp-Origin,WorkdayHR,63.0,426,False,,0,406.4717477003942,Meets Expectations,40.9,False,1.0,0.0,0,0,0,0.0,True,True,0,2.68,4.26,3.41,4.03,2.92,4.34,3.09,3.19,3.4899999999999998,0.0,0.0,0.0,0.3333333333333333,5.0,2024-10-25
E00754,Robert Thomas,1990-12-11,,active,Technology,Technology,2,"Manager, Technology",127100.0,0.88,Male,60+,Southeast Asian,Full-time,False,False,E00159,agency,NovaCorp-Origin,WorkdayHR,50.0,426,False,,0,406.4388961892247,Below Expectations,58.8,False,1.0,0.0,0,0,0,0.0,True,True,0,4.58,4.75,5.0,4.65,5.0,5.0,4.54,3.09,4.57625,-0.41999999999999993,-0.22999999999999954,0.41000000000000014,0.6666666666666666,4.0,2024-10-25
E00757,Matthew Fischer,1990-12-12,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",126600.0,0.87,Male,60+,Anglo-Australian,Part-time,False,True,E01438,referral,NovaCorp-Origin,WorkdayHR,77.0,426,False,,0,406.4060446780552,High Performer,76.4,False,1.0,0.0,0,0,1,0.0,True,True,0,3.58,3.71,1.7,2.2,2.91,3.15,1.77,3.37,2.79875,0.040000000000000036,-1.0599999999999996,-1.5400000000000003,1.0,5.0,2024-10-25
E00758,Frank Flores,1990-12-14,,active,Insurance,Management,2,"Manager, Insurance",142400.0,0.98,Male,55-59,Anglo-Australian,Full-time,False,False,E04440,acquisition,NovaCorp-Origin,WorkdayHR,64.0,426,False,,0,406.34034165571614,High Performer,71.5,False,1.0,0.0,0,0,0,0.0,True,True,0,4.39,2.4,2.72,3.97,4.07,2.47,4.1,1.71,3.2287500000000002,0.25,0.6300000000000003,-1.5899999999999994,1.0,5.0,2024-10-25
E00759,Catherine Gray,1990-12-15,,active,Insurance,Technology,3,"Senior Manager, Insurance",179500.0,0.9,Female,60+,East Asian,Fixed-term,False,False,E09086,direct,NovaCorp-Origin,WorkdayHR,61.0,426,False,,0,406.30749014454665,Meets Expectations,45.0,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,9.0,2024-10-25
E00760,Kent Moore,1990-12-16,,active,Retail Banking,Technology,2,"Manager, Retail Banking",125400.0,0.86,Male,60+,Southeast Asian,Full-time,False,False,E13184,agency,NovaCorp-Origin,WorkdayHR,61.0,426,False,,0,406.2746386333771,Below Expectations,52.6,False,1.0,0.0,0,0,0,0.0,True,True,0,1.59,2.64,2.15,4.38,2.69,3.44,4.0,3.54,3.05375,0.2100000000000002,0.05999999999999961,-1.2200000000000002,0.6666666666666666,4.0,2024-10-25
E00762,Debra Lee,1990-12-19,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",119400.0,0.82,Female,60+,European (non-Anglo),Full-time,False,False,E05721,agency,NovaCorp-Origin,WorkdayHR,39.0,426,False,,0,406.1760840998686,Meets Expectations,64.5,False,1.0,0.0,0,0,0,0.0,True,True,0,4.28,3.82,3.19,3.76,3.87,4.17,3.76,3.96,3.8512499999999994,-0.1200000000000001,0.6599999999999997,-0.8500000000000001,1.0,4.0,2024-10-25
E00763,John Mendoza,1990-12-20,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",133500.0,0.92,Male,60+,Anglo-Australian,Part-time,False,False,E11862,graduate,NovaCorp-Origin,WorkdayHR,40.0,426,False,,0,406.14323258869905,Below Expectations,36.6,False,1.0,0.0,0,0,0,0.0,True,True,0,4.2,3.14,2.93,3.76,2.27,2.69,4.71,2.44,3.2675,0.0600000000000005,0.17999999999999972,-0.75,1.0,5.0,2024-10-25
E00764,Robert Miller,1990-12-23,,active,Retail Banking,Technology,2,"Manager, Retail Banking",115200.0,0.79,Male,55-59,Anglo-Australian,Full-time,False,False,E10384,direct,NovaCorp-Origin,WorkdayHR,56.0,426,False,,0,406.0446780551905,High Performer,65.9,False,1.0,0.0,0,0,0,0.0,True,True,0,3.39,3.04,3.16,1.63,2.72,3.43,3.6,3.93,3.1125,-0.8400000000000003,-0.17000000000000015,-0.8599999999999994,0.6666666666666666,27.0,2024-10-25
E00765,Nancy Briggs,1990-12-26,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",122600.0,0.85,Female,55-59,Southeast Asian,Full-time,False,False,E00268,referral,NovaCorp-Origin,WorkdayHR,21.0,426,False,,0,405.94612352168195,Meets Expectations,60.3,False,1.0,0.0,0,0,0,0.0,True,True,0,2.41,2.87,2.82,3.28,3.66,3.76,4.46,2.5,3.2199999999999998,0.16000000000000014,-0.6700000000000004,0.3999999999999999,1.0,2.0,2024-10-25
E00766,Kyle Shelton,1990-12-29,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",129300.0,0.89,Male,60+,East Asian,Full-time,False,True,E02201,direct,NovaCorp-Origin,WorkdayHR,28.0,426,False,,0,405.84756898817346,Meets Expectations,60.3,False,1.0,0.0,0,0,1,0.0,True,True,0,1.41,4.48,3.23,1.65,3.21,1.85,3.38,2.24,2.68125,-0.17000000000000015,-0.040000000000000036,0.14000000000000012,1.0,8.0,2024-10-25
E00767,Jonathan Montoya,1990-12-31,,active,Retail Banking,Technology,2,"Manager, Retail Banking",129800.0,0.9,Male,60+,Southeast Asian,Full-time,False,True,E12930,agency,NovaCorp-Origin,WorkdayHR,40.0,426,False,,0,405.7818659658344,Meets Expectations,53.7,False,1.0,0.0,0,0,1,0.0,True,True,0,3.9,1.42,3.5,2.73,4.22,4.18,3.35,2.06,3.17,-0.5699999999999998,0.29000000000000004,-0.8200000000000003,0.6666666666666666,3.0,2024-10-25
E00768,John Wright,1991-01-03,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",230800.0,0.93,Male,55-59,South Asian,Casual,False,True,E09860,referral,NovaCorp-Origin,WorkdayHR,34.0,426,False,,0,405.68331143232587,Meets Expectations,73.6,False,1.0,0.0,0,0,1,0.0,True,False,1,,,,,,,,,,0.10999999999999988,-1.04,-0.7400000000000002,0.6666666666666666,6.0,2024-10-25
E00769,Sue Castro,1991-01-03,,active,Technology,Corporate-Support,2,"Manager, Technology",126000.0,0.87,Female,50-54,Southeast Asian,Full-time,False,True,E13922,acquisition,NovaCorp-Origin,WorkdayHR,63.0,426,False,,0,405.68331143232587,High Performer,74.3,True,1.0,1.0,0,1,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,7.0,2024-10-25
E00770,Aaron Mills III,1991-01-07,,active,Technology,Operations-Processing,2,"Manager, Technology",120200.0,0.83,Male,55-59,Anglo-Australian,Full-time,False,False,E13615,direct,NovaCorp-Origin,WorkdayHR,66.0,425,False,,0,405.5519053876478,High Performer,78.0,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,4.0,2024-10-25
E00771,John Jacobson,1991-01-08,,active,Insurance,Technology,2,"Manager, Insurance",134600.0,0.93,Male,60+,Maori/Aboriginal & Torres Strait Islander,Full-time,False,False,E10445,direct,NovaCorp-Origin,WorkdayHR,38.0,425,False,,0,405.5190538764783,Outstanding,88.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.64,3.72,2.91,2.53,2.15,2.88,3.27,1.32,2.6775,-0.29000000000000004,-1.04,-0.36999999999999966,1.0,3.0,2024-10-25
E00772,David Le,1991-01-10,,active,Technology,Client-Advisory,2,"Manager, Technology",131300.0,0.91,Male,60+,African,Fixed-term,False,False,E00747,agency,NovaCorp-Origin,WorkdayHR,60.0,425,False,,0,405.4533508541393,Meets Expectations,68.0,False,1.0,0.0,0,0,0,0.0,True,True,0,4.71,2.75,3.71,3.48,4.26,4.11,4.53,3.99,3.9425,0.8199999999999998,0.41999999999999993,0.9500000000000002,1.0,5.0,2024-10-25
E00773,Austin Taylor,1991-01-10,,active,Technology,Technology,2,"Manager, Technology",122100.0,0.84,Male,55-59,Anglo-Australian,Full-time,False,False,E01409,referral,NovaCorp-Origin,WorkdayHR,47.0,425,False,,0,405.4533508541393,High Performer,84.9,True,1.0,1.0,0,1,0,0.0,True,True,0,4.96,3.72,5.0,2.74,4.63,2.57,3.28,2.55,3.6812500000000004,0.40000000000000036,-0.6499999999999999,0.0,0.6666666666666666,5.0,2024-10-25
E00774,Nathaniel Garcia,1991-01-11,,active,Retail Banking,Corporate-Support,3,"Senior Manager, Retail Banking",182200.0,0.91,Male,60+,East Asian,Full-time,True,True,E08051,direct,NovaCorp-Origin,WorkdayHR,21.0,425,False,,0,405.4204993429698,High Performer,70.8,True,1.0,1.0,0,1,0,0.0,True,True,0,3.96,3.2,3.55,2.71,1.46,3.94,4.08,4.47,3.42125,0.20999999999999996,-1.1400000000000001,0.5499999999999998,1.0,9.0,2024-10-25
E00775,Misty Gilbert,1991-01-12,,active,Executive Leadership,Technology,2,"Manager, Executive Leadership",129600.0,0.89,Female,55-59,Anglo-Australian,Fixed-term,False,True,E01793,agency,NovaCorp-Origin,WorkdayHR,77.0,425,False,,0,405.3876478318002,Meets Expectations,60.5,False,1.0,0.0,0,0,1,0.0,True,True,0,3.23,3.71,2.16,3.3,4.28,3.52,5.0,4.39,3.69875,-0.14000000000000012,-0.7999999999999998,-0.7599999999999998,1.0,4.0,2024-10-25
E00776,Michael Smith,1991-01-13,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",134300.0,0.93,Male,60+,East Asian,Full-time,False,False,E11266,direct,NovaCorp-Origin,WorkdayHR,87.0,425,False,,0,405.3547963206307,Meets Expectations,61.2,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,4.0,2024-10-25
E00777,Jessica Lyons,1991-01-13,,active,Technology,Management,2,"Manager, Technology",118000.0,0.81,Female,55-59,Anglo-Australian,Part-time,False,True,E13776,direct,NovaCorp-Origin,WorkdayHR,48.0,425,False,,0,405.3547963206307,High Performer,75.4,False,1.0,0.0,0,0,1,0.0,True,True,0,2.35,3.82,3.84,5.0,3.93,5.0,2.88,3.33,3.76875,0.1200000000000001,0.5599999999999996,0.6199999999999997,1.0,10.0,2024-10-25
E00778,Celeste Beauchene,1991-01-15,,active,Wealth Management,Client-Advisory,3,"Senior Manager, Wealth Management",173000.0,0.86,Female,50-54,Southeast Asian,Full-time,False,False,E09991,referral,NovaCorp-Origin,WorkdayHR,20.0,425,False,,0,405.28909329829173,Unsatisfactory,19.5,False,1.0,0.0,0,0,0,0.0,True,True,0,3.58,3.21,4.41,3.94,5.0,2.74,4.0,3.78,3.8325,-0.16000000000000014,1.3199999999999998,0.40000000000000036,0.6666666666666666,6.0,2024-10-25
E00779,Wendy Perez,1991-01-17,,active,Insurance,Technology,2,"Manager, Insurance",127500.0,0.88,Female,60+,East Asian,Part-time,False,False,E04856,agency,NovaCorp-Origin,WorkdayHR,87.0,425,False,,0,405.2233902759527,High Performer,85.8,True,1.0,1.0,0,1,0,0.0,True,True,0,4.0,3.16,4.33,4.81,4.16,3.7,4.49,3.78,4.05375,1.1,0.0699999999999994,0.2400000000000002,0.6666666666666666,8.0,2024-10-25
E00780,Robert Thompson,1991-01-17,,active,Retail Banking,Management,3,"Senior Manager, Retail Banking",187300.0,0.94,Male,60+,Anglo-Australian,Fixed-term,False,False,E08120,agency,NovaCorp-Origin,WorkdayHR,88.0,425,False,,0,405.2233902759527,High Performer,65.5,True,1.0,1.0,0,1,0,0.0,True,True,0,3.47,4.31,4.23,2.71,2.46,4.06,3.89,4.54,3.7087499999999998,-1.0899999999999994,-0.3599999999999999,0.5500000000000003,1.0,7.0,2024-10-25
E00781,Cheryl Lambert,1991-01-18,,active,Retail Banking,Technology,2,"Manager, Retail Banking",128400.0,0.89,Female,55-59,South Asian,Full-time,False,True,E05521,agency,NovaCorp-Origin,WorkdayHR,76.0,425,False,,0,405.1905387647832,Unsatisfactory,8.1,False,1.0,0.0,0,0,1,0.0,True,True,0,2.19,2.91,2.43,3.4,3.25,3.63,3.97,2.56,3.0425,0.16999999999999993,1.0,0.18999999999999995,0.6666666666666666,2.0,2024-10-25
E00782,Stephanie Colon,1991-01-23,,active,Retail Banking,Management,2,"Manager, Retail Banking",127000.0,0.88,Female,55-59,Anglo-Australian,Full-time,False,False,E14236,agency,NovaCorp-Origin,WorkdayHR,31.0,425,False,,0,405.0262812089356,Below Expectations,44.7,False,1.0,0.0,0,0,0,0.0,False,,0,,,,,,,,,,-0.4900000000000002,0.9699999999999998,0.21999999999999975,1.0,7.0,2024-10-25
E00783,Shawn Flores,1991-01-23,,active,Technology,Client-Advisory,2,"Manager, Technology",137600.0,0.95,Male,60+,Anglo-Australian,Full-time,False,True,E01090,agency,NovaCorp-Origin,WorkdayHR,69.0,425,False,,0,405.0262812089356,Meets Expectations,65.0,False,1.0,0.0,0,0,1,0.0,False,,0,,,,,,,,,,0.0,0.0,0.0,0.5,6.0,2024-10-25
E00784,Charles Cooper,1991-01-25,,active,Retail Banking,Technology,2,"Manager, Retail Banking",123000.0,0.85,Male,60+,South Asian,Full-time,False,True,E07712,direct,NovaCorp-Origin,WorkdayHR,49.0,425,False,,0,404.9605781865966,Meets Expectations,55.6,False,1.0,0.0,0,0,1,0.0,True,True,0,1.62,3.72,2.75,2.92,2.18,1.82,4.11,3.05,2.77125,-1.25,0.08000000000000007,-0.8399999999999999,1.0,16.0,2024-10-25
E00786,Johnny Webster,1991-01-28,,active,Technology,Operations-Processing,3,"Senior Manager, Technology",196600.0,0.91,Male,60+,Prefer not to say,Full-time,False,False,E01602,agency,NovaCorp-Origin,WorkdayHR,25.0,425,False,,0,404.86202365308804,High Performer,73.7,False,1.0,0.0,0,0,0,0.0,True,True,0,3.29,3.65,3.9,4.73,5.0,4.76,4.01,3.12,4.0575,0.5899999999999999,1.2700000000000005,0.2999999999999998,0.6666666666666666,8.0,2024-10-25
E00788,Lori Mckee,1991-01-31,,active,Insurance,Management,2,"Manager, Insurance",121900.0,0.84,Female,60+,Anglo-Australian,Full-time,False,False,E02559,direct,NovaCorp-Origin,WorkdayHR,44.0,425,False,,0,404.7634691195795,Below Expectations,29.5,False,1.0,0.0,0,0,0,0.0,True,False,1,,,,,,,,,,0.1599999999999997,0.3999999999999999,-0.23000000000000043,0.6666666666666666,9.0,2024-10-25
E00789,Amber Gould,1991-01-31,,active,Insurance,Technology,3,"Senior Manager, Insurance",172100.0,0.96,Female,60+,South Asian,Full-time,False,False,E01518,direct,NovaCorp-Origin,WorkdayHR,83.0,425,False,,0,404.7634691195795,Outstanding,82.0,False,1.0,0.0,0,0,0,0.0,True,True,0,3.13,1.58,3.26,1.78,1.69,2.12,2.3,2.33,2.2737499999999997,0.040000000000000036,-0.26,1.5199999999999998,0.6666666666666666,13.0,2024-10-25
E00790,Angela Waters,1991-02-02,,active,Wealth Management,Technology,2,"Manager, Wealth Management",124300.0,0.86,Female,60+,Anglo-Australian,Full-time,False,False,E01717,direct,NovaCorp-Origin,WorkdayHR,47.0,425,False,,0,404.69776609724045,Meets Expectations,65.0,False,1.0,0.0,0,0,0,0.0,True,True,0,2.63,4.23,3.15,3.65,3.08,3.15,3.26,3.21,3.295,0.0,0.0,0.0,0.3333333333333333,4.0,2024-10-25
E00792,Lauren Ruiz,1991-02-04,,active,Insurance,Management,3,"Senior Manager, Insurance",193900.0,0.89,Female,60+,South Asian,Full-time,False,False,E10363,referral,NovaCorp-Origin,WorkdayHR,36.0,424,False,,0,404.63206307490145,Below Expectations,48.7,False,1.0,0.0,0,0,0,0.0,True,True,0,2.01,3.33,2.16,2.6,3.02,3.86,2.85,2.62,2.8062500000000004,-0.4600000000000004,-0.75,-0.52,1.0,4.0,2024-10-25
E00793,Robert Ward,1991-02-05,,active,Technology,Corporate-Support,3,"Senior Manager, Technology",184500.0,0.92,Male,60+,Southeast Asian,Full-time,False,False,E13164,referral,NovaCorp-Origin,WorkdayHR,84.0,424,False,,0,404.5992115637319,Below Expectations,53.8,False,1.0,0.0,0,0,0,0.0,True,True,0,4.03,4.66,4.11,3.4,5.0,4.23,5.0,5.0,4.428750000000001,-0.5599999999999996,-0.10999999999999988,-0.27999999999999936,0.6666666666666666,6.0,2024-10-25
E00795,Andrew Ross,1991-02-05,2024-12-31,departed,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",119400.0,0.82,Male,60+,Anglo-Australian,Full-time,False,True,E00586,agency,NovaCorp-Origin,WorkdayHR,50.0,412,False,2024-12-31,1,404.5992115637319,Meets Expectations,69.9,False,1.0,0.0,0,0,1,0.0,True,True,0,1.9,4.04,1.89,1.49,1.67,1.57,1.57,1.67,1.975,-0.010000000000000009,0.49,-0.1399999999999999,1.0,8.0,2024-10-25
E00797,Xavier Williams,1991-02-07,,active,Technology,Client-Advisory,3,"Senior Manager, Technology",184000.0,0.94,Male,60+,South Asian,Full-time,False,False,E04525,referral,NovaCorp-Origin,WorkdayHR,85.0,424,False,,0,404.5335085413929,Below Expectations,25.4,False,1.0,0.0,0,0,0,0.0,True,True,0,5.0,3.62,4.58,3.03,3.91,2.85,3.34,3.3,3.70375,1.02,-0.14000000000000012,0.1200000000000001,1.0,8.0,2024-10-25
E00798,Kyle Davis,1991-02-08,,active,Technology,Client-Advisory,2,"Manager, Technology",123900.0,0.85,Male,60+,Anglo-Australian,Full-time,False,False,E00857,direct,NovaCorp-Origin,WorkdayHR,40.0,424,False,,0,404.50065703022335,High Performer,83.5,True,1.0,1.0,0,1,0,0.0,True,True,0,1.0,2.88,2.73,2.15,1.83,2.47,3.57,2.27,2.3625,0.0,-0.3599999999999999,0.98,1.0,4.0,2024-10-25
E00799,Christina Garcia,1991-02-09,,active,Corporate Operations,Operations-Processing,2,"Manager, Corporate Operations",140400.0,0.97,Female,55-59,Anglo-Australian,Full-time,False,False,E00440,agency,NovaCorp-Origin,WorkdayHR,42.0,424,False,,0,404.46780551905385,Meets Expectations,72.1,False,1.0,0.0,0,0,0,0.0,True,True,0,4.46,5.0,4.97,3.67,4.67,5.0,4.11,5.0,4.61,0.6099999999999999,-0.6200000000000001,1.3199999999999998,1.0,4.0,2024-10-25
E00800,Justin Lester,1991-02-10,,active,Technology,Operations-Processing,2,"Manager, Technology",122900.0,0.85,Male,55-59,European (non-Anglo),Full-time,False,False,E09447,agency,NovaCorp-Origin,WorkdayHR,87.0,424,False,,0,404.43495400788436,Outstanding,87.8,False,1.0,0.0,0,0,0,0.0,True,True,0,4.36,4.19,4.79,2.81,4.29,2.6,2.87,3.42,3.66625,1.4200000000000004,-0.6800000000000002,0.9900000000000002,1.0,7.0,2024-10-25
E00801,Amy Romero,1991-02-12,,active,Retail Banking,Technology,3,"Senior Manager, Retail Banking",178100.0,0.89,Female,60+,Prefer not to say,Part-time,False,False,E09988,referral,NovaCorp-Origin,WorkdayHR,36.0,424,False,,0,404.3692509855453,Meets Expectations,61.3,False,1.0,0.0,0,0,0,0.0,True,True,0,3.02,1.27,4.59,2.99,3.89,3.36,1.87,3.3,3.03625,0.0,0.0,0.0,0.3333333333333333,6.0,2024-10-25
E00802,Kristen Potts,1991-02-14,,active,Retail Banking,Technology,2,"Manager, Retail Banking",124500.0,0.86,Female,60+,Pacific Islander,Casual,False,True,E01496,acquisition,NovaCorp-Origin,WorkdayHR,26.0,424,False,,0,404.3035479632063,Outstanding,88.6,False,1.0,0.0,0,0,1,0.0,True,True,0,1.41,3.71,3.15,3.32,2.52,2.89,3.27,3.43,2.9625,-1.2100000000000002,0.09999999999999964,0.3799999999999999,0.6666666666666666,2.0,2024-10-25
E00803,Steven Simmons,1991-02-15,,active,Wealth Management,Client-Advisory,3,"Senior Manager, Wealth Management",170300.0,0.85,Male,60+,Anglo-Australian,Full-time,False,True,E01163,agency,NovaCorp-Origin,WorkdayHR,83.0,424,False,,0,404.27069645203676,Below Expectations,51.7,False,1.0,0.0,0,0,1,0.0,True,False,1,,,,,,,,,,0.0,0.0,0.0,0.3333333333333333,9.0,2024-10-25
E00805,Joseph Haley,1991-02-16,,active,Risk & Compliance,Operations-Processing,2,"Manager, Risk & Compliance",126100.0,0.87,Male,55-59,Anglo-Australian,Full-time,False,False,E01458,direct,NovaCorp-Origin,WorkdayHR,40.0,424,False,,0,404.23784494086726,High Performer,81.1,False,1.0,0.0,0,0,0,0.0,True,True,0,3.67,4.98,3.79,1.94,4.49,2.18,3.21,2.45,3.33875,-0.8899999999999997,-0.22999999999999998,0.4500000000000002,1.0,3.0,2024-10-25
E00807,Justin Saunders,1991-02-16,2024-12-31,departed,Insurance,Technology,3,"Senior Manager, Insurance",173200.0,0.91,Male,60+,East Asian,Full-time,False,True,E07539,referral,NovaCorp-Origin,WorkdayHR,15.0,412,False,2024-12-31,1,404.23784494086726,Meets Expectations,54.8,False,1.0,0.0,0,0,1,0.0,True,True,0,3.13,4.97,1.89,3.99,4.95,1.77,4.99,4.18,3.73375,-0.3999999999999999,0.2200000000000002,-0.8899999999999999,1.0,4.0,2024-10-25
E00808,Jimmy Meyer,1991-02-19,,active,Corporate Operations,Risk-Compliance,2,"Manager, Corporate Operations",129300.0,0.89,Male,60+,South Asian,Full-time,False,False,E04998,agency,NovaCorp-Origin,WorkdayHR,60.0,424,False,,0,404.1392904073587,Below Expectations,48.5,False,1.0,0.0,0,0,0,0.0,True,True,0,4.89,1.11,4.1,2.42,3.29,3.6,3.12,1.56,3.01125,1.2199999999999998,-0.54,-0.9000000000000004,1.0,18.0,2024-10-25
E00809,Rhonda Medina,1991-02-21,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",118600.0,0.82,Female,55-59,Anglo-Australian,Part-time,False,False,E06246,agency,NovaCorp-Origin,WorkdayHR,21.0,424,False,,0,404.0735873850197,Meets Expectations,67.1,False,1.0,0.0,0,0,0,0.0,True,True,0,2.95,2.99,2.91,2.96,2.68,4.57,2.98,3.89,3.24125,-0.1499999999999999,-0.16999999999999993,-0.8599999999999999,0.6666666666666666,4.0,2024-10-25
E00810,Christopher Newton,1991-02-21,2025-10-31,departed,Technology,Technology,3,"Senior Manager, Technology",183200.0,0.88,Male,60+,East Asian,Part-time,False,False,E10628,direct,NovaCorp-Origin,WorkdayHR,45.0,422,False,2025-10-31,0,404.0735873850197,Meets Expectations,72.8,False,1.0,0.0,0,0,0,0.0,True,True,0,2.71,2.33,1.0,2.03,3.45,2.87,3.1,2.92,2.55125,0.5899999999999999,0.2799999999999998,-1.62,0.6666666666666666,9.0,2024-10-25
E00812,Julie Freeman,1991-02-25,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",172300.0,0.86,Non-binary,55-59,Anglo-Australian,Full-time,False,True,E05287,referral,NovaCorp-Origin,WorkdayHR,44.0,424,False,,0,403.9421813403416,Unsatisfactory,35.8,False,1.0,0.0,0,0,1,0.0,True,True,0,3.13,1.5,3.0,4.34,3.69,2.22,3.71,3.14,3.0912499999999996,0.04999999999999982,-0.6299999999999999,-0.1299999999999999,0.6666666666666666,21.0,2024-10-25
