employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,exit_date_log,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway,exit_dt,is_leaver,voluntary,regrettable,cutoff,last_manager_effectiveness,last_psychological_safety,last_recognition,last_career_development,last_senior_leadership_trust,last_purpose_meaning,last_wellbeing,last_confidence_in_role_future,mean_manager_effectiveness,mean_psychological_safety,mean_recognition,mean_career_development,mean_senior_leadership_trust,mean_purpose_meaning,mean_wellbeing,mean_confidence_in_role_future,slope_manager_effectiveness,slope_psychological_safety,slope_recognition,slope_career_development,slope_senior_leadership_trust,slope_purpose_meaning,slope_wellbeing,slope_confidence_in_role_future,waves_offered,waves_answered,nonresponse_rate,ever_nonresponder,answered_final_wave,went_silent,last_engagement_index,mean_engagement_index,slope_engagement_index,n_reviews,last_rating_num,mean_rating_num,first_rating_num,last_goal,mean_goal,first_goal,n_promo_rec,ever_promo_rec,last_promo_rec,n_reviewers,rating_delta,goal_delta,top_performer,mgr_span,mgr_team_vol_rate,mgr_team_hipo_share,mgr_rated_effectiveness,mgr_departed,peer_median_salary,salary_vs_peer,peer_median_compa,compa_vs_peer,underpaid,tenure_years,hipo
E03636,Tony Rodriguez,2002-05-16,,active,Retail Banking,Corporate-Support,1,Specialist,106200.0,0.95,Male,45-49,Middle Eastern,Full-time,False,False,E02316,agency,NovaCorp-Origin,WorkdayHR,69.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,3.97,2.24,3.56,2.42,4.25,3.74,4.18,3.9,3.2939999999999996,2.252,3.6719999999999997,2.33,3.6759999999999997,4.348000000000001,4.054,3.8839999999999995,0.050999999999999976,0.21500000000000002,0.0009999999999999788,-0.13800000000000007,0.2960000000000001,-0.026999999999999958,0.2619999999999999,0.10700000000000003,5.0,5.0,0.0,0.0,True,0.0,3.5324999999999998,3.4387500000000006,0.095875,3.0,3.0,3.3333333333333335,3.0,52.1,62.666666666666664,65.1,0.0,False,False,1.0,0.0,-12.999999999999993,0.0,10.0,0.1,0.1,3.253633333333333,0,101300.0,1.0483711747285291,0.96,-0.010000000000000009,0,23.916666666666668,0
E03637,Christopher Mccoy,2002-05-17,,active,Technology,Risk-Compliance,1,Senior Risk Analyst,146200.0,0.92,Male,60+,Anglo-Australian,Full-time,False,False,E11053,agency,NovaCorp-Origin,WorkdayHR,47.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,2.46,4.55,3.46,1.29,3.04,3.8,3.93,2.87,3.215,4.5425,3.7399999999999998,2.2625,2.7575,3.3024999999999998,3.9774999999999996,3.5425,-0.18900000000000006,-0.04900000000000002,-0.2,-0.36400000000000005,0.10400000000000001,0.2559999999999999,-0.013999999999999967,-0.18199999999999994,5.0,4.0,0.19999999999999996,1.0,True,0.0,3.175,3.4175,-0.07975000000000002,3.0,3.0,3.3333333333333335,4.0,57.5,65.56666666666666,80.5,0.0,False,False,1.0,-1.0,-23.0,0.0,2.0,0.0,0.0,3.215,0,99600.0,1.4678714859437751,0.96,-0.039999999999999925,0,23.916666666666668,0
E03638,Shane Gaines,2002-05-18,2024-03-29,departed,Insurance,Risk-Compliance,1,Risk Analyst,112900.0,0.98,Male,40-44,South Asian,Full-time,False,False,E00953,graduate,NovaCorp-Origin,WorkdayHR,60.0,266,False,2024-03-29,voluntary,Career advancement,True,False,Meets Expectations,112900.0,E00953,push,2024-03-29,True,1,0,2024-03-29,1.93,3.67,4.09,3.2,3.73,2.57,2.77,2.75,1.93,3.67,4.09,3.2,3.73,2.57,2.77,2.75,,,,,,,,,1.0,1.0,0.0,0.0,True,0.0,3.08875,3.08875,,1.0,2.0,2.0,2.0,47.4,47.4,47.4,0.0,False,False,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.4925,1,102500.0,1.1014634146341464,0.96,0.020000000000000018,0,22.166666666666668,0
E03639,Jessica Howard,2002-05-18,,active,Risk & Compliance,Corporate-Support,1,Graduate,70600.0,1.04,Female,50-54,Anglo-Australian,Full-time,False,False,E00391,direct,NovaCorp-Origin,WorkdayHR,71.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,2.61,1.87,1.43,1.09,4.27,1.48,1.76,2.07,2.58,1.8425,1.995,1.5525,3.1325,2.4175,2.08,2.2,0.13599999999999995,-0.14100000000000001,-0.31599999999999995,-0.321,0.8189999999999997,-0.3630000000000001,-0.10399999999999991,-0.07200000000000024,5.0,4.0,0.19999999999999996,1.0,True,0.0,2.0725,2.225,-0.04525000000000008,3.0,5.0,5.0,5.0,81.7,88.10000000000001,91.0,2.0,True,False,1.0,0.0,-9.299999999999997,1.0,2.0,0.0,0.0,2.825,0,100000.0,0.706,0.96,0.08000000000000007,0,23.916666666666668,0
E03640,Alex Miller,2002-05-19,,active,Technology,Corporate-Support,1,Senior Specialist,122100.0,0.97,Male,40-44,Southeast Asian,Full-time,False,False,E00271,agency,NovaCorp-Origin,WorkdayHR,25.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,3.41,2.18,4.41,5.0,3.79,3.54,3.73,3.22,4.2,2.6775,3.5575,4.702500000000001,3.105,2.8425000000000002,3.1075,3.34,-0.5660000000000001,-0.4289999999999997,0.36899999999999994,0.2629999999999999,0.5100000000000001,0.2290000000000001,0.4629999999999999,-0.13200000000000003,5.0,4.0,0.19999999999999996,1.0,True,0.0,3.6599999999999997,3.4415625000000003,0.08837500000000002,3.0,4.0,3.3333333333333335,3.0,78.4,64.76666666666667,65.3,0.0,False,False,1.0,1.0,13.100000000000009,1.0,8.0,0.125,0.0,4.004,0,99600.0,1.2259036144578312,0.96,0.010000000000000009,0,23.916666666666668,0
E03641,James Grimes,2002-05-20,,active,Corporate Operations,Corporate-Support,1,Senior Specialist,120700.0,0.92,Male,60+,Anglo-Australian,Fixed-term,False,True,E01388,referral,NovaCorp-Origin,WorkdayHR,63.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,3.02,2.93,3.38,2.83,2.98,3.99,2.42,2.82,3.146,2.616,3.086,3.0759999999999996,2.8440000000000003,3.652,3.182,3.106,-0.09800000000000013,0.313,0.3829999999999999,-0.013999999999999967,0.026000000000000068,0.14499999999999993,-0.44600000000000006,-0.10699999999999994,5.0,5.0,0.0,0.0,True,0.0,3.0462500000000006,3.0885,0.02524999999999998,3.0,2.0,3.0,2.0,43.6,57.76666666666667,42.7,0.0,False,False,1.0,0.0,0.8999999999999986,0.0,2.0,0.0,0.0,3.419,0,102400.0,1.1787109375,0.96,-0.039999999999999925,0,23.916666666666668,0
E03642,Travis Reed,2002-05-20,2025-04-09,departed,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",136600.0,0.95,Male,45-49,Anglo-Australian,Part-time,False,False,E06558,direct,NovaCorp-Origin,WorkdayHR,18.0,278,False,2025-04-09,voluntary,Work-life balance,True,False,High Performer,136600.0,E06558,push,2025-04-09,True,1,0,2025-04-09,3.75,4.97,2.14,5.0,3.86,3.26,3.77,1.23,3.1833333333333336,4.8133333333333335,2.6133333333333333,4.406666666666666,3.466666666666667,3.4966666666666666,3.766666666666667,1.7533333333333332,0.21142857142857102,0.14071428571428526,-0.26857142857142874,0.3499999999999996,0.30928571428571394,-0.13000000000000037,0.0028571428571425427,-0.2642857142857144,4.0,3.0,0.25,1.0,True,0.0,3.4974999999999996,3.4375,0.04392857142857111,2.0,3.0,3.0,3.0,61.7,62.45,63.2,0.0,False,False,1.0,0.0,-1.5,0.0,5.0,0.2,0.0,3.2453000000000003,0,130600.0,1.0459418070444104,0.91,0.039999999999999925,0,23.166666666666668,0
E03643,Tony Diaz,2002-05-21,2024-04-19,departed,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",140700.0,1.03,Male,50-54,Anglo-Australian,Full-time,False,False,E11603,agency,NovaCorp-Origin,WorkdayHR,32.0,266,False,2024-04-19,voluntary,Career advancement,True,False,High Performer,140700.0,E11603,pull,2024-04-19,True,1,0,2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,77.8,77.8,77.8,0.0,False,False,1.0,0.0,0.0,0.0,10.0,0.2,0.2,3.5992962962962967,0,131800.0,1.06752655538695,0.91,0.12,0,22.166666666666668,0
E03644,Willie Decker,2002-05-22,,active,Technology,Management,1,Team Leader,137600.0,1.05,Male,55-59,Maori/Aboriginal & Torres Strait Islander,Full-time,False,True,E03291,agency,NovaCorp-Origin,WorkdayHR,36.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,2.7,3.11,1.7,3.08,3.76,4.73,4.38,3.13,2.856666666666667,2.7133333333333334,2.46,3.3866666666666667,3.3166666666666664,4.68,3.8800000000000003,2.3800000000000003,-0.14500000000000024,0.2885714285714283,-0.41785714285714315,-0.22214285714285764,0.2042857142857139,0.038571428571428326,0.29999999999999954,0.439285714285714,5.0,3.0,0.4,1.0,False,1.0,3.3237499999999995,3.2091666666666665,0.06071428571428538,3.0,3.0,3.0,3.0,66.5,59.86666666666667,56.2,0.0,False,False,1.0,0.0,10.299999999999997,0.0,2.0,0.0,0.0,3.7343333333333337,0,99600.0,1.3815261044176708,0.96,0.09000000000000008,0,23.916666666666668,0
E03648,Aaron Stewart,2002-05-31,,active,Technology,Risk-Compliance,5,Managing Director,505300.0,1.05,Male,45-49,Anglo-Australian,Full-time,False,False,E04991,agency,NovaCorp-Origin,WorkdayHR,17.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,5.0,3.52,5.0,4.33,5.0,4.71,5.0,4.09,5.0,4.02,4.453333333333333,4.053333333333334,4.926666666666667,4.39,4.576666666666667,4.11,0.0,-0.12499999999999989,0.3375,0.08750000000000002,0.0,-0.05499999999999994,0.3175,0.04249999999999998,5.0,3.0,0.4,1.0,True,0.0,4.581250000000001,4.44125,0.07562500000000003,3.0,5.0,4.0,4.0,95.8,75.96666666666667,79.4,0.0,False,False,1.0,1.0,16.39999999999999,1.0,25.0,0.0,0.04,3.4961466666666667,0,494300.0,1.022253692089824,0.98,0.07000000000000006,0,23.916666666666668,0
E03649,Margaret Lowe,2002-06-01,,active,Wealth Management,Operations-Processing,1,Processing Officer,80300.0,0.91,Female,45-49,Anglo-Australian,Part-time,False,False,E09608,referral,NovaCorp-Origin,WorkdayHR,30.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,4.17,5.0,5.0,3.79,5.0,5.0,4.24,5.0,4.386,4.896,4.8759999999999994,4.352,4.39,4.868,3.9939999999999998,4.1,-0.08699999999999992,0.03499999999999996,0.0,-0.36400000000000005,0.0879999999999999,0.13200000000000003,0.27199999999999996,0.37700000000000006,5.0,5.0,0.0,0.0,True,0.0,4.65,4.48275,0.056624999999999995,3.0,3.0,3.6666666666666665,4.0,77.7,71.66666666666667,65.2,0.0,False,False,1.0,-1.0,12.5,0.0,2.0,0.0,0.0,4.1455,0,100400.0,0.799800796812749,0.96,-0.04999999999999993,0,23.916666666666668,0
E03650,Jennifer Steele,2002-06-02,,active,Corporate Operations,Client-Advisory,1,Adviser,86300.0,0.98,Female,40-44,Anglo-Australian,Full-time,False,False,E12933,agency,NovaCorp-Origin,WorkdayHR,52.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,5.0,3.88,2.92,4.11,2.94,3.26,3.69,3.71,4.305,3.0375,3.3575,4.2225,2.3674999999999997,3.9025,3.8049999999999997,2.9050000000000002,0.41200000000000003,0.3608571428571428,-0.2597142857142856,-0.03742857142857129,0.38828571428571435,-0.13000000000000012,-0.1308571428571428,0.27714285714285714,5.0,4.0,0.19999999999999996,1.0,True,0.0,3.68875,3.4878125,0.11003571428571432,3.0,3.0,3.0,4.0,83.1,64.60000000000001,72.5,1.0,True,False,1.0,-1.0,10.599999999999994,0.0,18.0,0.0,0.16666666666666666,2.853666666666667,0,102400.0,0.8427734375,0.96,0.020000000000000018,0,23.916666666666668,0
E03651,Amanda Weaver,2002-06-03,,active,Technology,Risk-Compliance,1,Risk Analyst,101100.0,0.91,Female,55-59,Anglo-Australian,Full-time,False,False,E07504,agency,NovaCorp-Origin,WorkdayHR,68.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,3.81,5.0,4.71,3.84,4.84,4.54,4.57,3.43,3.5060000000000002,4.561999999999999,4.104,3.918,4.3340000000000005,4.762,4.529999999999999,3.982,-0.007000000000000117,0.11400000000000006,0.14600000000000007,-0.021999999999999888,0.36099999999999993,-0.16500000000000004,0.21300000000000008,-0.15300000000000002,5.0,5.0,0.0,0.0,True,0.0,4.3425,4.21225,0.06087500000000001,3.0,4.0,3.3333333333333335,3.0,72.1,62.6,40.9,1.0,True,True,1.0,1.0,31.199999999999996,1.0,4.0,0.0,0.0,3.798375,0,99600.0,1.0150602409638554,0.96,-0.04999999999999993,0,23.916666666666668,0
E03652,Kendra Bell,2002-06-05,,active,Insurance,Management,1,Administration Officer,74300.0,1.01,Female,60+,East Asian,Full-time,False,False,E00221,direct,NovaCorp-Origin,WorkdayHR,47.0,287,False,,,,,,,,,,,False,0,0,2025-12-31,4.63,3.28,4.3,2.04,4.37,2.98,3.16,3.89,4.038,4.194,4.098,2.692,4.442,3.0140000000000002,3.4880000000000004,3.354,0.2969999999999999,-0.21700000000000008,0.12500000000000008,-0.509,0.009000000000000164,0.03099999999999996,-0.11699999999999999,0.1589999999999999,5.0,5.0,0.0,0.0,True,0.0,3.5812500000000003,3.6649999999999996,-0.02775000000000001,3.0,4.0,3.3333333333333335,4.0,72.4,62.6,83.5,0.0,False,False,1.0,0.0,-11.099999999999994,1.0,2.0,0.0,0.0,3.4315,0,102500.0,0.7248780487804878,0.96,0.050000000000000044,0,23.916666666666668,0
E03653,Adrian Morris,2002-06-06,2025-05-09,departed,Technology,Client-Advisory,1,Client Service Officer,80400.0,0.84,Male,50-54,Anglo-Australian,Full-time,True,False,E09355,agency,NovaCorp-Origin,WorkdayHR,60.0,279,False,2025-05-09,voluntary,Career advancement,True,True,High Performer,80400.0,E09355,pull,2025-05-09,True,1,1,2025-05-09,2.66,1.37,2.02,3.6,3.93,4.33,2.84,3.69,3.5225,1.385,2.255,3.0775,3.8975,4.3325,3.0175,3.3975,-0.6109999999999998,0.05400000000000005,0.002000000000000046,0.1630000000000001,-0.12099999999999991,0.0009999999999999788,0.1349999999999998,-0.021000000000000085,4.0,4.0,0.0,0.0,True,0.0,3.055,3.1106249999999998,-0.049749999999999975,2.0,3.0,4.0,5.0,71.5,78.35,85.2,0.0,False,False,1.0,-2.0,-13.700000000000003,0.0,2.0,0.5,0.5,3.5225,0,99600.0,0.8072289156626506,0.96,-0.12,1,23.25,1
E03655,Johnny Whitaker,2002-06-06,,active,Insurance,Corporate-Support,2,"Manager, Insurance",158300.0,1.01,Male,40-44,Anglo-Australian,Fixed-term,False,False,E14428,direct,NovaCorp-Origin,WorkdayHR,72.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.42,2.3,1.76,3.31,1.4,3.4,3.2,3.41,4.1675,2.7625,2.35,2.9475,1.585,2.9825,2.96,3.0175,0.049000000000000196,-0.38099999999999995,-0.40599999999999997,0.40499999999999997,-0.03600000000000012,0.21099999999999994,-0.0519999999999996,0.11300000000000007,5.0,4.0,0.19999999999999996,1.0,False,1.0,2.9,2.8465625,-0.012124999999999931,3.0,4.0,4.0,4.0,78.6,70.3,75.8,1.0,True,True,1.0,0.0,2.799999999999997,1.0,6.0,0.0,0.0,2.9095277777777784,0,130650.0,1.2116341370072714,0.91,0.09999999999999998,0,23.833333333333332,0
E03656,Michael Knapp,2002-06-08,,active,Technology,Management,1,Administration Officer,59400.0,0.97,Male,60+,Anglo-Australian,Full-time,False,True,E05486,agency,NovaCorp-Origin,WorkdayHR,54.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,2.24,2.89,2.87,2.26,2.06,2.77,1.85,2.94,2.4675000000000002,2.825,3.1075,2.9099999999999997,1.315,3.6425,2.0925,2.9299999999999997,-0.5049999999999999,0.23399999999999999,-0.1630000000000001,-0.14200000000000018,0.29799999999999993,-0.36700000000000016,-0.07099999999999991,0.13200000000000003,5.0,4.0,0.19999999999999996,1.0,False,1.0,2.4850000000000003,2.66125,-0.07300000000000004,3.0,3.0,3.6666666666666665,3.0,62.0,71.26666666666667,60.3,1.0,True,False,1.0,0.0,1.7000000000000028,0.0,3.0,0.3333333333333333,0.0,3.577166666666667,0,99600.0,0.5963855421686747,0.96,0.010000000000000009,0,23.833333333333332,0
E03657,Scott Lin,2002-06-08,,active,Technology,Technology,3,"Senior Manager, Technology",204400.0,1.07,Male,55-59,Anglo-Australian,Full-time,False,True,E05523,direct,NovaCorp-Origin,WorkdayHR,50.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.06,3.57,3.09,3.14,5.0,4.18,4.07,2.04,4.405,3.735,3.8575,3.5700000000000003,5.0,4.425,4.5175,2.1174999999999997,-0.13800000000000007,-0.13899999999999996,-0.23000000000000007,-0.21199999999999983,0.0,0.03500000000000014,-0.04800000000000004,-0.392,5.0,4.0,0.19999999999999996,1.0,True,0.0,3.64375,3.9534375000000006,-0.14049999999999996,3.0,4.0,3.0,2.0,82.5,58.76666666666667,61.8,0.0,False,False,1.0,2.0,20.700000000000003,1.0,5.0,0.0,0.0,3.2448333333333337,0,192650.0,1.0609914352452634,0.94,0.13000000000000012,0,23.833333333333332,0
E03658,Daniel Martinez,2002-06-09,,active,Corporate Operations,Technology,1,Junior Developer,66200.0,0.95,Non-binary,55-59,Southeast Asian,Full-time,False,True,E01695,referral,NovaCorp-Origin,WorkdayHR,21.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.95,4.69,2.0,4.64,4.47,4.43,4.4,3.14,4.76,4.577500000000001,3.09,4.3575,4.68,3.7675,3.7199999999999998,3.6725000000000003,0.1257142857142859,-0.004285714285714245,-0.18971428571428564,-0.048857142857142884,0.08000000000000022,0.24485714285714286,0.07542857142857144,-0.29971428571428566,5.0,4.0,0.19999999999999996,1.0,True,0.0,4.09,4.078125,-0.0020714285714285,3.0,4.0,2.6666666666666665,3.0,76.9,63.300000000000004,77.2,0.0,False,False,1.0,1.0,-0.29999999999999716,1.0,3.0,0.3333333333333333,0.3333333333333333,3.903,0,102400.0,0.646484375,0.96,-0.010000000000000009,0,23.833333333333332,0
E03659,Matthew Leonard,2002-06-12,,active,Retail Banking,Management,1,Coordinator,88200.0,0.93,Male,55-59,Anglo-Australian,Full-time,False,False,E02009,direct,NovaCorp-Origin,WorkdayHR,80.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.36,3.75,5.0,3.75,3.45,4.92,3.69,4.86,3.566,3.312,4.494,2.946,3.144,4.484,3.3240000000000003,3.6340000000000003,0.19000000000000003,0.006999999999999939,0.274,0.348,0.08100000000000004,0.367,0.29900000000000004,0.43500000000000005,5.0,5.0,0.0,0.0,True,0.0,4.2225,3.613,0.25012500000000004,3.0,4.0,3.3333333333333335,3.0,64.9,67.60000000000001,68.4,1.0,True,True,1.0,1.0,-3.5,1.0,3.0,0.3333333333333333,0.0,3.26675,0,101300.0,0.8706811451135242,0.96,-0.029999999999999916,0,23.833333333333332,0
E03660,Ronnie Jenkins,2002-06-12,,active,Corporate Operations,Client-Advisory,1,Adviser,106500.0,0.88,Male,60+,Middle Eastern,Full-time,False,False,E03119,referral,NovaCorp-Origin,WorkdayHR,19.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.4,4.24,3.83,2.23,2.69,2.3,2.81,1.64,3.5420000000000003,3.9859999999999998,3.176,2.79,2.524,2.7079999999999997,3.4240000000000004,2.678,0.36800000000000005,0.12200000000000015,0.13100000000000006,-0.12999999999999998,-0.17299999999999996,-0.1120000000000001,-0.2509999999999999,-0.38,5.0,5.0,0.0,0.0,True,0.0,3.0175,3.1035,-0.05312499999999995,3.0,1.0,2.6666666666666665,3.0,22.6,49.43333333333334,47.7,0.0,False,False,1.0,-2.0,-25.1,0.0,2.0,0.0,0.0,3.4676666666666667,0,102400.0,1.0400390625,0.96,-0.07999999999999996,1,23.833333333333332,0
E03661,Christopher Wright,2002-06-13,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",135100.0,1.04,Male,60+,Anglo-Australian,Full-time,False,True,E01644,direct,NovaCorp-Origin,WorkdayHR,59.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,1.83,2.46,3.66,2.46,3.08,1.23,3.28,2.84,1.528,3.07,2.752,2.636,2.946,1.7240000000000002,2.6399999999999997,2.256,0.18400000000000002,-0.07400000000000002,0.32100000000000006,-0.025999999999999978,0.04699999999999997,-0.20199999999999996,0.344,0.33499999999999996,5.0,5.0,0.0,0.0,True,0.0,2.605,2.444,0.116125,3.0,4.0,4.0,5.0,75.3,77.8,86.6,1.0,True,True,1.0,-1.0,-11.299999999999997,1.0,9.0,0.1111111111111111,0.1111111111111111,3.5313333333333334,0,130600.0,1.0344563552833077,0.91,0.13,0,23.833333333333332,0
E03662,Kimberly Ramos,2002-06-17,,active,Technology,Operations-Processing,2,"Manager, Technology",118500.0,0.93,Female,60+,Southeast Asian,Fixed-term,False,False,E04053,agency,NovaCorp-Origin,WorkdayHR,32.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,1.73,3.85,3.29,4.54,1.55,2.97,2.78,3.73,2.6,3.223333333333333,3.3800000000000003,3.7399999999999998,1.42,3.236666666666667,3.533333333333333,3.0400000000000005,-0.49928571428571406,0.24714285714285747,0.06642857142857174,0.32571428571428607,-0.092142857142857,-0.16999999999999957,-0.3871428571428568,0.42214285714285743,5.0,3.0,0.4,1.0,True,0.0,3.055,3.0216666666666665,-0.010892857142856836,3.0,2.0,3.6666666666666665,5.0,38.2,62.9,87.6,1.0,True,False,1.0,-3.0,-49.39999999999999,0.0,8.0,0.125,0.0,3.6973809523809527,0,130900.0,0.9052711993888465,0.91,0.020000000000000018,0,23.833333333333332,0
E03663,Melanie Edwards,2002-06-18,,active,Corporate Operations,Technology,2,"Manager, Corporate Operations",176200.0,0.84,Female,60+,Anglo-Australian,Full-time,False,False,E11327,referral,NovaCorp-Origin,WorkdayHR,85.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,2.97,2.88,3.45,4.08,4.61,4.85,4.23,2.86,3.148,4.29,3.088,3.7120000000000006,4.172,4.192,3.4120000000000004,3.5439999999999996,-0.07299999999999987,-0.556,0.011000000000000032,0.04299999999999997,0.06800000000000014,0.417,0.2120000000000001,-0.08600000000000003,5.0,5.0,0.0,0.0,True,0.0,3.7412500000000004,3.69475,0.004500000000000046,3.0,3.0,3.6666666666666665,5.0,84.3,79.53333333333335,85.9,1.0,True,False,1.0,-2.0,-1.6000000000000085,0.0,6.0,0.0,0.0,3.5891999999999995,0,131800.0,1.3368740515933233,0.91,-0.07000000000000006,1,23.833333333333332,0
E03664,Timothy Day,2002-06-19,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",171300.0,1.01,Male,55-59,Anglo-Australian,Fixed-term,False,False,E13109,direct,NovaCorp-Origin,WorkdayHR,31.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,3.1,4.55,2.54,3.3,3.03,2.75,4.46,3.09,3.5660000000000003,3.7640000000000002,3.4859999999999998,3.636,3.3579999999999997,2.7439999999999998,4.6899999999999995,3.31,-0.18400000000000025,0.1459999999999999,-0.5950000000000001,-0.1120000000000001,-0.39300000000000007,-0.2800000000000001,-0.005000000000000071,-0.016000000000000014,5.0,5.0,0.0,0.0,True,0.0,3.3525000000000005,3.56925,-0.17987500000000012,3.0,4.0,4.0,3.0,85.9,79.43333333333334,58.4,1.0,True,False,1.0,1.0,27.500000000000007,1.0,5.0,0.0,0.0,3.4495000000000005,0,190700.0,0.8982695332983744,0.94,0.07000000000000006,0,23.833333333333332,0
E03665,Alison Hart,2002-06-20,,active,Retail Banking,Corporate-Support,1,Senior Specialist,117200.0,0.92,Female,55-59,Anglo-Australian,Full-time,False,False,E13735,agency,NovaCorp-Origin,WorkdayHR,52.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,3.38,3.11,5.0,3.97,4.21,3.5,4.3,4.95,3.19,4.311999999999999,4.476000000000001,4.36,3.55,3.5520000000000005,4.284,4.1,-0.027000000000000045,-0.4110000000000002,0.1789999999999999,-0.09899999999999994,0.242,-0.24499999999999994,0.015000000000000036,0.4229999999999999,5.0,5.0,0.0,0.0,True,0.0,4.0525,3.9779999999999998,0.00962499999999996,3.0,3.0,3.0,2.0,63.3,65.23333333333333,41.8,0.0,False,False,1.0,1.0,21.5,0.0,2.0,0.0,0.0,3.0919999999999996,0,101300.0,1.156959526159921,0.96,-0.039999999999999925,0,23.833333333333332,0
E03666,Guy Williams,2002-06-23,,active,Risk & Compliance,Technology,3,"Senior Manager, Risk & Compliance",212400.0,0.93,Male,45-49,Prefer not to say,Full-time,False,False,E08605,agency,NovaCorp-Origin,WorkdayHR,75.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.08,4.47,2.69,2.24,3.6,4.25,2.66,2.83,3.8560000000000003,4.1240000000000006,2.714,3.178,3.724,3.9840000000000004,3.6439999999999997,3.636,-0.0870000000000001,0.33299999999999974,0.016000000000000014,-0.5159999999999998,0.07800000000000003,0.06200000000000001,-0.425,-0.17300000000000004,5.0,5.0,0.0,0.0,True,0.0,3.3525,3.6075,-0.08900000000000002,3.0,3.0,3.0,3.0,46.2,52.699999999999996,60.5,0.0,False,False,1.0,0.0,-14.299999999999997,0.0,23.0,0.08695652173913043,0.0,3.1516190476190475,0,190700.0,1.113791295228107,0.94,-0.009999999999999898,0,23.833333333333332,0
E03667,Michael Marsh,2002-06-23,,active,Risk & Compliance,Technology,1,Junior Developer,62700.0,0.95,Male,60+,Anglo-Australian,Full-time,False,False,E11712,agency,NovaCorp-Origin,WorkdayHR,33.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,1.59,2.5,3.26,3.81,2.53,2.19,3.79,1.92,2.0775,2.5825,2.9325,4.02,3.0075,2.4625,3.6100000000000003,2.795,-0.265,-0.028000000000000115,0.246,0.025,-0.07800000000000021,-0.07399999999999993,0.19799999999999995,-0.4789999999999999,5.0,4.0,0.19999999999999996,1.0,True,0.0,2.6987499999999995,2.9359374999999996,-0.05687500000000003,3.0,3.0,3.3333333333333335,3.0,57.5,63.29999999999999,53.3,0.0,False,False,1.0,0.0,4.200000000000003,0.0,2.0,0.0,0.0,2.47275,0,100000.0,0.627,0.96,-0.010000000000000009,0,23.833333333333332,0
E03670,Michael Norris,2002-06-27,,active,Risk & Compliance,Operations-Processing,3,"Senior Manager, Risk & Compliance",188700.0,1.05,Male,55-59,Anglo-Australian,Full-time,False,False,E01001,direct,NovaCorp-Origin,WorkdayHR,17.0,286,False,,,,,,,,,,,False,0,0,2025-12-31,4.02,3.7,1.87,1.79,3.46,3.26,4.26,3.41,3.0599999999999996,3.2980000000000005,2.652,2.7640000000000002,3.618,3.562,3.908,3.56,0.2599999999999999,-0.07599999999999998,-0.3710000000000001,-0.4950000000000001,-0.2249999999999998,-0.0830000000000001,0.028999999999999915,0.121,5.0,5.0,0.0,0.0,True,0.0,3.22125,3.30275,-0.10500000000000004,3.0,1.0,3.3333333333333335,5.0,41.9,66.0,79.9,0.0,False,False,1.0,-4.0,-38.00000000000001,0.0,22.0,0.045454545454545456,0.13636363636363635,2.9045,0,190700.0,0.989512323020451,0.94,0.1100000000000001,0,23.833333333333332,0
