employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway
E08293,Juan Cannon,2021-05-04,2024-11-02,departed,Insurance,Risk-Compliance,1,Compliance Officer,64700.0,0.9,Male,40-44,Southeast Asian,Full-time,True,True,E02109,agency,NovaCorp-Origin,WorkdayHR,26.0,42,False,voluntary,Better opportunity,True,True,High Performer,64700.0,E02109,pull
E08569,Michael Harris,2022-04-28,2025-06-07,departed,Insurance,Client-Advisory,1,Client Service Officer,56400.0,0.85,Male,35-39,Maori/Aboriginal & Torres Strait Islander,Casual,False,True,E00453,agency,NovaCorp-Origin,WorkdayHR,35.0,37,False,voluntary,Better opportunity,False,True,Outstanding,56400.0,E00453,pull
E08622,Howard Campbell,2022-07-22,2024-04-12,departed,Technology,Operations-Processing,1,Senior Analyst,138200.0,0.99,Male,25-29,East Asian,Part-time,False,False,E11414,direct,NovaCorp-Origin,WorkdayHR,17.0,21,False,voluntary,Better opportunity,True,True,Outstanding,138200.0,E11414,push
E08809,Norma Holmes,2023-04-16,2025-11-21,departed,Insurance,Risk-Compliance,1,Compliance Officer,70200.0,0.78,Female,35-39,East Asian,Full-time,True,True,E02163,acquisition,Entity_A,SAP-HR,30.0,31,False,voluntary,Better opportunity,False,True,High Performer,70200.0,E02163,pull
E08846,Andrew Brown,2023-04-18,2024-06-21,departed,Insurance,Corporate-Support,1,Senior Specialist,115500.0,0.79,Male,18-24,Anglo-Australian,Full-time,True,False,E05735,acquisition,Entity_A,SAP-HR,62.0,14,False,voluntary,Career advancement,True,True,High Performer,115500.0,E05735,pull
E08890,Jason Gregory,2023-04-21,2024-10-11,departed,Wealth Management,Technology,1,Engineer,93400.0,1.05,Male,30-34,African,Full-time,False,False,E01351,acquisition,Entity_A,SAP-HR,89.0,17,False,voluntary,Career advancement,False,True,Outstanding,93400.0,E01351,push
E09353,Stacy Mccormick,2023-05-27,2024-07-26,departed,Retail Banking,Client-Advisory,1,Client Service Officer,73400.0,0.84,Female,35-39,South Asian,Full-time,True,False,E01394,acquisition,Entity_A,SAP-HR,53.0,14,False,voluntary,Career advancement,True,True,Outstanding,73400.0,E01394,pull
E09456,Daniel Arnold,2023-06-04,2025-06-02,departed,Risk & Compliance,Client-Advisory,1,Adviser,98200.0,0.89,Male,30-34,South Asian,Full-time,False,False,E01596,acquisition,Entity_A,SAP-HR,81.0,24,False,voluntary,Career advancement,True,True,Meets Expectations,98200.0,E01596,push
E09471,Robert Simpson,2023-06-05,2024-06-28,departed,Retail Banking,Operations-Processing,1,Senior Analyst,123800.0,0.92,Male,25-29,Anglo-Australian,Fixed-term,False,False,E02085,acquisition,Entity_A,SAP-HR,36.0,12,False,voluntary,Career advancement,True,True,Outstanding,123800.0,E02085,pull
E09498,Kevin Espinoza,2023-06-07,2025-09-26,departed,Corporate Operations,Management,2,"Manager, Corporate Operations",181300.0,0.98,Male,35-39,European (non-Anglo),Part-time,False,False,E07814,acquisition,Entity_A,SAP-HR,83.0,28,False,voluntary,Better opportunity,True,True,Outstanding,181300.0,E07814,pull
E09635,Joshua Ford,2023-06-19,2025-03-22,departed,Technology,Technology,3,"Senior Manager, Technology",196700.0,0.94,Male,30-34,Anglo-Australian,Full-time,True,False,E02377,acquisition,Entity_A,SAP-HR,14.0,21,False,voluntary,Relocation,True,True,Outstanding,196700.0,E02377,push
E10173,Jessica Lewis,2023-08-01,2024-11-01,departed,Corporate Operations,Operations-Processing,3,"Senior Manager, Corporate Operations",216900.0,0.82,Female,30-34,Anglo-Australian,Part-time,True,False,E04998,acquisition,Entity_A,SAP-HR,18.0,15,False,voluntary,Better opportunity,True,True,Outstanding,216900.0,E04998,pull
E10197,Sherry Hopkins,2023-08-02,2025-08-08,departed,Corporate Operations,Client-Advisory,1,Client Service Officer,71600.0,0.87,Female,18-24,Anglo-Australian,Full-time,True,False,E03257,acquisition,Entity_A,SAP-HR,26.0,24,False,voluntary,Better opportunity,True,True,High Performer,71600.0,E03257,pull
E10246,Cindy White,2023-08-06,2024-11-08,departed,Technology,Operations-Processing,2,"Manager, Technology",136500.0,0.84,Female,30-34,South Asian,Fixed-term,True,False,E00262,acquisition,Entity_A,SAP-HR,38.0,15,False,voluntary,Better opportunity,True,True,High Performer,136500.0,E00262,pull
E10353,Deanna Norman,2023-08-14,2025-05-27,departed,Retail Banking,Management,1,Coordinator,85300.0,0.94,Female,25-29,Anglo-Australian,Full-time,False,False,E09029,acquisition,Entity_A,SAP-HR,81.0,21,False,voluntary,Better opportunity,True,True,Outstanding,85300.0,E09029,pull
E10435,Caitlin White,2023-08-22,2025-10-07,departed,Retail Banking,Operations-Processing,1,Senior Analyst,131200.0,0.93,Female,35-39,Pacific Islander,Full-time,False,False,E12251,direct,NovaCorp-Origin,WorkdayHR,41.0,25,False,voluntary,Better opportunity,True,True,Outstanding,131200.0,E12251,pull
E10491,Nicole Zhang,2023-08-27,2025-10-10,departed,Insurance,Management,2,"Manager, Insurance",135900.0,0.97,Female,25-29,Anglo-Australian,Full-time,False,False,E00177,acquisition,Entity_A,SAP-HR,59.0,25,False,voluntary,Career advancement,True,True,Outstanding,135900.0,E00177,push
E10552,Sandra Burnett,2023-08-31,2025-01-10,departed,Risk & Compliance,Corporate-Support,1,Senior Specialist,131600.0,0.95,Female,30-34,Anglo-Australian,Full-time,True,False,E02554,acquisition,Entity_A,SAP-HR,27.0,16,False,voluntary,Career advancement,True,True,High Performer,131600.0,E02554,pull
E10760,Samantha Figueroa,2023-09-17,2024-10-02,departed,Risk & Compliance,Technology,1,Junior Developer,80700.0,0.88,Female,40-44,Anglo-Australian,Full-time,True,False,E02072,acquisition,Entity_A,SAP-HR,52.0,12,False,voluntary,Career advancement,True,True,High Performer,80700.0,E02072,pull
E11111,Olivia Morgan,2023-11-09,2025-01-31,departed,Technology,Operations-Processing,2,"Manager, Technology",159100.0,0.93,Female,35-39,Maori/Aboriginal & Torres Strait Islander,Full-time,True,False,E12587,graduate,NovaCorp-Origin,WorkdayHR,29.0,14,False,voluntary,Career advancement,True,True,High Performer,159100.0,E12587,pull
E11188,Tiffany Mcgee,2024-03-03,2025-05-28,departed,Retail Banking,Client-Advisory,1,Client Service Officer,72500.0,0.95,Female,25-29,Anglo-Australian,Full-time,True,False,E01691,agency,NovaCorp-Origin,WorkdayHR,67.0,15,False,voluntary,Relocation,True,True,Outstanding,72500.0,E01691,push
E11197,Lisa Kaiser,2024-03-10,2025-04-11,departed,Retail Banking,Technology,1,Engineer,113400.0,0.81,Female,30-34,East Asian,Full-time,True,False,E00360,agency,NovaCorp-Origin,WorkdayHR,57.0,13,False,voluntary,Career advancement,True,True,Meets Expectations,113400.0,E00360,pull
E11464,Larry Lloyd,2024-05-23,2025-01-31,departed,Insurance,Operations-Processing,3,"Senior Manager, Insurance",187100.0,1.03,Male,30-34,Maori/Aboriginal & Torres Strait Islander,Full-time,False,False,E11737,acquisition,Entity_B,BambooHR-EntityB,27.0,8,False,voluntary,Better opportunity,True,True,Outstanding,187100.0,E11737,pull
E11478,Nancy Kelly,2024-05-23,2025-11-13,departed,Insurance,Operations-Processing,1,Processing Officer,65500.0,0.95,Female,35-39,Anglo-Australian,Full-time,False,False,E10022,acquisition,Entity_B,BambooHR-EntityB,73.0,17,False,voluntary,Better opportunity,True,True,Outstanding,65500.0,E10022,pull
E11517,John Kidd,2024-05-26,2025-04-30,departed,Corporate Operations,Operations-Processing,3,"Senior Manager, Corporate Operations",229100.0,0.82,Male,35-39,Maori/Aboriginal & Torres Strait Islander,Full-time,True,False,E13593,acquisition,Entity_B,BambooHR-EntityB,47.0,11,False,voluntary,Better opportunity,True,True,High Performer,229100.0,E13593,pull
E11555,Michael Barron,2024-05-28,2025-06-15,departed,Wealth Management,Operations-Processing,1,Senior Analyst,131600.0,0.93,Male,25-29,Anglo-Australian,Full-time,True,False,E02949,acquisition,Entity_B,BambooHR-EntityB,16.0,12,False,voluntary,Career advancement,True,True,Outstanding,131600.0,E02949,push
E11642,Megan Green,2024-06-02,2025-04-30,departed,Insurance,Operations-Processing,3,"Senior Manager, Insurance",209400.0,0.93,Female,30-34,Pacific Islander,Full-time,False,False,E04056,acquisition,Entity_B,BambooHR-EntityB,26.0,11,False,voluntary,Career advancement,True,True,Outstanding,209400.0,E04056,pull
E11727,Tara Carpenter,2024-06-08,2024-07-05,departed,Insurance,Operations-Processing,1,Senior Analyst,130900.0,0.92,Female,18-24,Anglo-Australian,Full-time,True,False,E03106,acquisition,Entity_B,BambooHR-EntityB,48.0,0,False,voluntary,Career advancement,True,True,High Performer,130900.0,E03106,pull
E11737,Erik Donovan,2024-06-08,2024-07-05,departed,Insurance,Management,4,"Director, Insurance",293200.0,1.03,Male,25-29,East Asian,Full-time,False,False,E04595,acquisition,Entity_B,BambooHR-EntityB,52.0,0,False,voluntary,Work-life balance,True,True,Meets Expectations,293200.0,E04595,push
E11905,Austin Gibson,2024-06-20,2025-06-06,departed,Insurance,Operations-Processing,2,"Manager, Insurance",140400.0,0.95,Male,30-34,South Asian,Full-time,False,False,E02240,acquisition,Entity_B,BambooHR-EntityB,26.0,11,False,voluntary,Career advancement,True,True,Outstanding,140400.0,E02240,push
E11925,David Jones,2024-06-21,2024-07-19,departed,Corporate Operations,Operations-Processing,1,Analyst,106400.0,0.97,Male,18-24,Middle Eastern,Full-time,True,False,E04046,acquisition,Entity_B,BambooHR-EntityB,86.0,0,False,voluntary,Personal reasons,True,True,Outstanding,106400.0,E04046,push
E11970,Cheryl West,2024-06-23,2024-08-30,departed,Risk & Compliance,Technology,3,"Senior Manager, Risk & Compliance",222100.0,0.81,Female,30-34,East Asian,Full-time,True,False,E06513,acquisition,Entity_B,BambooHR-EntityB,52.0,2,False,voluntary,Career advancement,True,True,High Performer,222100.0,E06513,pull
E11981,Ernest Gross,2024-06-24,2024-11-29,departed,Risk & Compliance,Corporate-Support,1,Senior Specialist,136000.0,1.12,Male,35-39,Southeast Asian,Full-time,False,False,E02247,acquisition,Entity_B,BambooHR-EntityB,41.0,5,False,voluntary,Career advancement,True,True,Outstanding,136000.0,E02247,pull
E12082,Christie Brewer,2024-07-01,2025-05-30,departed,Wealth Management,Operations-Processing,1,Analyst,111600.0,0.86,Female,30-34,European (non-Anglo),Part-time,True,True,E12897,acquisition,Entity_B,BambooHR-EntityB,70.0,11,False,voluntary,Career advancement,True,True,Outstanding,111600.0,E12897,pull
E12114,Emily Robinson,2024-07-03,2025-06-11,departed,Corporate Operations,Operations-Processing,1,Processing Officer,84600.0,0.88,Female,25-29,South Asian,Fixed-term,True,False,E02591,acquisition,Entity_B,BambooHR-EntityB,27.0,11,False,voluntary,Career advancement,True,True,Meets Expectations,84600.0,E02591,pull
E12151,Jose Collins,2024-07-06,2024-08-02,departed,Risk & Compliance,Operations-Processing,1,Processing Officer,66600.0,0.84,Male,35-39,East Asian,Fixed-term,True,False,E13584,acquisition,Entity_B,BambooHR-EntityB,52.0,0,False,voluntary,Career advancement,False,True,High Performer,66600.0,E13584,pull
E12284,Jennifer Williams,2024-07-13,2025-07-23,departed,Retail Banking,Operations-Processing,1,Processing Officer,74100.0,0.85,Female,18-24,Anglo-Australian,Full-time,True,True,E00727,acquisition,Entity_B,BambooHR-EntityB,47.0,12,False,voluntary,Better opportunity,True,True,High Performer,74100.0,E00727,pull
E12286,Erica Fletcher,2024-07-14,2024-08-13,departed,Insurance,Operations-Processing,1,Senior Analyst,117400.0,0.94,Female,25-29,Maori/Aboriginal & Torres Strait Islander,Full-time,False,True,E02616,acquisition,Entity_B,BambooHR-EntityB,28.0,1,False,voluntary,Career advancement,True,True,Outstanding,117400.0,E02616,push
E12374,Katherine Doyle,2024-07-19,2024-08-18,departed,Risk & Compliance,Corporate-Support,3,"Senior Manager, Risk & Compliance",177600.0,0.92,Female,30-34,East Asian,Fixed-term,False,False,E05974,acquisition,Entity_B,BambooHR-EntityB,64.0,1,False,voluntary,Career advancement,True,True,Outstanding,177600.0,E05974,push
E12400,Lisa Perez,2024-07-21,2025-05-30,departed,Technology,Operations-Processing,1,Analyst,90500.0,1.02,Female,30-34,Anglo-Australian,Full-time,False,True,E04788,acquisition,Entity_B,BambooHR-EntityB,23.0,10,False,voluntary,Better opportunity,False,True,Outstanding,90500.0,E04788,pull
E12449,George Caldwell,2024-07-23,2024-08-16,departed,Insurance,Operations-Processing,3,"Senior Manager, Insurance",181500.0,0.96,Male,30-34,East Asian,Full-time,True,False,E00506,acquisition,Entity_B,BambooHR-EntityB,71.0,0,False,voluntary,Better opportunity,False,True,Meets Expectations,181500.0,E00506,pull
E12602,Jerry Walsh,2024-08-01,2024-08-30,departed,Risk & Compliance,Corporate-Support,1,Specialist,90100.0,0.94,Male,25-29,South Asian,Full-time,False,False,E00064,acquisition,Entity_B,BambooHR-EntityB,83.0,0,False,voluntary,Work-life balance,True,True,Outstanding,90100.0,E00064,push
E12667,Allison Hernandez,2024-08-05,2024-08-30,departed,Technology,Corporate-Support,1,Specialist,85000.0,1.01,Female,18-24,East Asian,Full-time,False,True,E02004,acquisition,Entity_B,BambooHR-EntityB,15.0,0,False,voluntary,Career advancement,True,True,Outstanding,85000.0,E02004,pull
E12709,Robert Fleming,2024-08-07,2025-04-11,departed,Technology,Technology,1,Junior Developer,65300.0,0.94,Male,18-24,Anglo-Australian,Full-time,False,True,E05804,acquisition,Entity_B,BambooHR-EntityB,47.0,8,False,voluntary,Better opportunity,True,True,Outstanding,65300.0,E05804,pull
E12742,Cindy Nichols,2024-08-09,2024-09-08,departed,Corporate Operations,Client-Advisory,1,Senior Adviser,127300.0,0.9,Female,18-24,South Asian,Full-time,True,False,E01678,acquisition,Entity_B,BambooHR-EntityB,44.0,1,False,voluntary,Career advancement,True,True,Outstanding,127300.0,E01678,push
E13017,Jeffery Lane,2024-08-27,2024-09-20,departed,Technology,Operations-Processing,1,Senior Analyst,117500.0,0.99,Male,30-34,Southeast Asian,Full-time,True,False,E02310,acquisition,Entity_B,BambooHR-EntityB,57.0,0,False,voluntary,Better opportunity,True,True,High Performer,117500.0,E02310,pull
E13055,Brittany Smith,2024-08-30,2025-06-20,departed,Technology,Client-Advisory,1,Senior Adviser,144100.0,0.88,Non-binary,18-24,Middle Eastern,Full-time,False,False,E02885,acquisition,Entity_B,BambooHR-EntityB,51.0,9,False,voluntary,Career advancement,True,True,Outstanding,144100.0,E02885,pull
E13132,Cynthia Sullivan,2024-09-03,2024-10-03,departed,Retail Banking,Operations-Processing,1,Analyst,106700.0,0.83,Female,25-29,Anglo-Australian,Full-time,True,False,E03208,acquisition,Entity_B,BambooHR-EntityB,90.0,1,False,voluntary,Better opportunity,True,True,High Performer,106700.0,E03208,pull
E13178,Alexis Cervantes,2024-09-06,2025-05-02,departed,Corporate Operations,Client-Advisory,1,Client Service Officer,67000.0,1.01,Female,35-39,Prefer not to say,Full-time,False,False,E01158,acquisition,Entity_B,BambooHR-EntityB,24.0,7,False,voluntary,Better opportunity,True,True,Outstanding,67000.0,E01158,pull
E13191,Amber Lane,2024-09-06,2025-04-04,departed,Retail Banking,Operations-Processing,3,"Senior Manager, Retail Banking",205400.0,0.95,Female,35-39,Anglo-Australian,Full-time,False,False,E14058,acquisition,Entity_B,BambooHR-EntityB,80.0,7,False,voluntary,Career advancement,True,True,Outstanding,205400.0,E14058,push
E13222,Jorge Lee,2024-10-04,2025-09-30,departed,Retail Banking,Management,1,Administration Officer,79400.0,0.98,Male,25-29,Anglo-Australian,Full-time,False,False,E08608,direct,NovaCorp-Origin,WorkdayHR,69.0,12,False,voluntary,Better opportunity,True,True,Outstanding,79400.0,E08608,pull
E13285,Danielle Hardin,2025-01-28,2025-02-28,departed,Risk & Compliance,Client-Advisory,1,Senior Adviser,116200.0,0.96,Non-binary,18-24,Southeast Asian,Full-time,True,False,E01358,agency,NovaCorp-Origin,WorkdayHR,35.0,1,False,voluntary,Better opportunity,True,True,Meets Expectations,116200.0,E01358,pull
E13301,Scott Wilson,2025-02-22,2025-03-24,departed,Insurance,Corporate-Support,2,"Manager, Insurance",117700.0,0.93,Male,18-24,East Asian,Full-time,False,True,E14461,agency,NovaCorp-Origin,WorkdayHR,23.0,1,False,voluntary,Career advancement,True,True,Meets Expectations,117700.0,E14461,push
E13314,Kevin Cooke,2025-03-18,2025-04-11,departed,Technology,Operations-Processing,3,"Senior Manager, Technology",209400.0,0.98,Male,30-34,Anglo-Australian,Full-time,False,False,E07493,agency,NovaCorp-Origin,WorkdayHR,73.0,0,False,voluntary,Career advancement,True,True,Outstanding,209400.0,E07493,pull
E13370,David Duran,2025-04-07,2025-05-02,departed,Technology,Corporate-Support,1,Senior Specialist,134200.0,0.77,Prefer not to say,18-24,Middle Eastern,Fixed-term,True,True,E00933,acquisition,Entity_C,PeopleSoft-Legacy,51.0,0,False,voluntary,Better opportunity,True,True,Meets Expectations,134200.0,E00933,pull
E13388,Jeremy Benson,2025-04-08,2025-05-08,departed,Insurance,Risk-Compliance,1,Senior Risk Analyst,136200.0,0.9,Male,30-34,South Asian,Full-time,False,False,E07104,acquisition,Entity_C,PeopleSoft-Legacy,61.0,1,False,voluntary,Better opportunity,True,True,Outstanding,136200.0,E07104,pull
E13448,Tonya Moore,2025-04-12,2025-11-03,departed,Retail Banking,Risk-Compliance,1,Risk Analyst,102000.0,0.87,Female,18-24,South Asian,Part-time,True,False,E01725,acquisition,Entity_C,PeopleSoft-Legacy,55.0,6,False,voluntary,Better opportunity,True,True,Unsatisfactory,102000.0,E01725,pull
E13853,Rebekah Freeman,2025-05-05,2025-05-30,departed,Technology,Technology,1,Senior Engineer,124700.0,0.86,Female,18-24,Southeast Asian,Full-time,True,False,E09167,acquisition,Entity_C,PeopleSoft-Legacy,42.0,0,False,voluntary,Better opportunity,True,True,High Performer,124700.0,E09167,pull
E14117,William Jones,2025-05-21,2025-06-20,departed,Technology,Corporate-Support,2,"Manager, Technology",168100.0,0.91,Male,18-24,Prefer not to say,Full-time,False,False,E02113,acquisition,Entity_C,PeopleSoft-Legacy,63.0,1,False,voluntary,Relocation,True,True,Outstanding,168100.0,E02113,push
E14155,Sarah Marquez,2025-05-23,2025-08-19,departed,Insurance,Management,1,Administration Officer,66900.0,0.89,Female,18-24,Anglo-Australian,Part-time,True,False,E02552,acquisition,Entity_C,PeopleSoft-Legacy,78.0,2,False,voluntary,Career advancement,True,True,High Performer,66900.0,E02552,pull
E14192,Nicole Lowery,2025-05-26,2025-06-25,departed,Risk & Compliance,Corporate-Support,1,Specialist,91900.0,0.93,Female,30-34,South Asian,Full-time,True,True,E07180,acquisition,Entity_C,PeopleSoft-Legacy,20.0,1,False,voluntary,Career advancement,True,True,High Performer,91900.0,E07180,pull
E14285,Paul Yoder,2025-05-31,2025-06-27,departed,Risk & Compliance,Management,2,"Manager, Risk & Compliance",182000.0,0.92,Male,30-34,Pacific Islander,Full-time,True,False,E01633,acquisition,Entity_C,PeopleSoft-Legacy,86.0,0,False,voluntary,Better opportunity,True,True,Meets Expectations,182000.0,E01633,pull
E14300,Mark Knight,2025-06-01,2025-07-01,departed,Retail Banking,Management,1,Administration Officer,63500.0,0.99,Non-binary,18-24,Southeast Asian,Part-time,False,False,E07594,acquisition,Entity_C,PeopleSoft-Legacy,84.0,1,False,voluntary,Career advancement,True,True,Outstanding,63500.0,E07594,pull
E14346,Tabitha Nunez,2025-06-03,2025-07-03,departed,Corporate Operations,Client-Advisory,3,"Senior Manager, Corporate Operations",235400.0,0.82,Female,30-34,Anglo-Australian,Full-time,True,False,E05009,acquisition,Entity_C,PeopleSoft-Legacy,31.0,1,False,voluntary,Better opportunity,True,True,Outstanding,235400.0,E05009,pull
E14366,Sarah Bonilla,2025-06-04,2025-08-07,departed,Corporate Operations,Management,1,Team Leader,116300.0,0.93,Female,18-24,Anglo-Australian,Full-time,True,False,E13458,acquisition,Entity_C,PeopleSoft-Legacy,89.0,2,False,voluntary,Better opportunity,True,True,High Performer,116300.0,E13458,pull
E14467,Amanda Ramsey,2025-11-03,2025-12-03,departed,Insurance,Management,1,Team Leader,124700.0,1.08,Female,35-39,East Asian,Full-time,False,False,E03136,agency,NovaCorp-Origin,WorkdayHR,31.0,1,False,voluntary,Career advancement,True,True,Outstanding,124700.0,E03136,pull
