employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment,exit_date_log,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway,exit_dt,is_leaver,voluntary,regrettable,cutoff,last_manager_effectiveness,last_psychological_safety,last_recognition,last_career_development,last_senior_leadership_trust,last_purpose_meaning,last_wellbeing,last_confidence_in_role_future,mean_manager_effectiveness,mean_psychological_safety,mean_recognition,mean_career_development,mean_senior_leadership_trust,mean_purpose_meaning,mean_wellbeing,mean_confidence_in_role_future,slope_manager_effectiveness,slope_psychological_safety,slope_recognition,slope_career_development,slope_senior_leadership_trust,slope_purpose_meaning,slope_wellbeing,slope_confidence_in_role_future,waves_offered,waves_answered,nonresponse_rate,ever_nonresponder,answered_final_wave,went_silent,last_engagement_index,mean_engagement_index,slope_engagement_index,n_reviews,last_rating_num,mean_rating_num,first_rating_num,last_goal,mean_goal,first_goal,n_promo_rec,ever_promo_rec,last_promo_rec,n_reviewers,rating_delta,goal_delta,top_performer,mgr_span,mgr_team_vol_rate,mgr_team_hipo_share,mgr_rated_effectiveness,mgr_departed,peer_median_salary,salary_vs_peer,peer_median_compa,compa_vs_peer,underpaid,tenure_years,hipo,acquired,acting,agency_hire,slow_fill,tenure_band
E02078,Stephanie Hernandez,1996-04-17,,active,Retail Banking,Risk-Compliance,3,"Senior Manager, Retail Banking",178800.0,1.01,Female,55-59,Maori/Aboriginal & Torres Strait Islander,Fixed-term,False,True,E02887,acquisition,NovaCorp-Origin,WorkdayHR,17.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.42,2.86,3.83,1.61,3.42,3.86,4.38,2.99,3.175,3.305,3.6725,2.56,2.785,2.7525,3.7125,3.2225,0.2039999999999999,-0.3199999999999999,0.3849999999999999,-0.5680000000000002,0.4679999999999999,0.5529999999999999,0.3750000000000001,0.0369999999999999,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.29625,3.148125,0.14175,3.0,4.0,3.0,2.0,83.2,66.46666666666667,48.0,0.0,False,False,1.0,2.0,35.2,1.0,9.0,0.1111111111111111,0.0,3.0982708333333333,0,193900.0,0.9221248066013408,0.94,0.07,0,30.08333333333333,0,0,0,0,0,10y+
E02079,Nicole Chaney,1996-04-17,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",131700.0,0.91,Female,50-54,Anglo-Australian,Full-time,False,False,E01237,agency,NovaCorp-Origin,WorkdayHR,26.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,4.39,3.01,5.0,5.0,4.11,2.85,4.81,5.0,3.516666666666667,2.98,5.0,4.743333333333333,3.9,3.2,4.2,4.783333333333333,0.7499999999999998,-0.4850000000000001,0.0,0.3849999999999998,0.2000000000000001,-0.3,0.5899999999999999,0.0,5.0,3.0,0.4,1.0,False,1.0,4.27125,4.040416666666666,0.1424999999999999,3.0,3.0,3.6666666666666665,4.0,75.8,83.89999999999999,91.2,2.0,True,False,1.0,-1.0,-15.400000000000006,0.0,5.0,0.0,0.0,3.426533333333333,0,130600.0,1.008422664624809,0.91,0.0,0,30.08333333333333,0,0,0,1,0,10y+
E02081,Tammy Williams,1996-04-18,,active,Insurance,Management,2,"Manager, Insurance",131400.0,0.91,Female,45-49,South Asian,Full-time,False,False,E08922,direct,NovaCorp-Origin,WorkdayHR,29.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,4.99,2.85,3.45,5.0,3.39,2.65,3.96,3.87,4.696666666666666,2.6666666666666665,3.686666666666666,4.066666666666666,3.59,2.5966666666666667,3.8166666666666655,3.5400000000000005,0.0607142857142853,0.1464285714285713,-0.2264285714285714,0.6392857142857138,-0.1521428571428575,0.0349999999999997,0.0435714285714283,0.2078571428571424,5.0,3.0,0.4,1.0,False,1.0,3.77,3.5825,0.094285714285714,3.0,3.0,3.333333333333333,3.0,59.7,67.76666666666667,79.9,0.0,False,False,1.0,0.0,-20.200000000000003,0.0,5.0,0.0,0.0,3.2269333333333337,0,130650.0,1.0057405281285878,0.91,0.0,0,30.08333333333333,0,0,0,0,0,10y+
E02082,Penny Henson,1996-04-18,,active,Retail Banking,Management,3,"Senior Manager, Retail Banking",178800.0,0.89,Female,50-54,Anglo-Australian,Full-time,False,True,E05490,referral,NovaCorp-Origin,WorkdayHR,60.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.19,3.08,3.38,3.66,3.63,4.19,3.42,2.57,3.2875,3.97,3.1875,3.585,3.5875000000000004,3.605,3.4625,2.905,0.2289999999999998,-0.6259999999999998,0.1710000000000001,0.0440000000000001,0.337,0.1160000000000001,-0.021,-0.3620000000000001,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.39,3.44875,-0.0139999999999999,3.0,4.0,3.333333333333333,3.0,71.5,78.13333333333334,72.9,0.0,False,False,1.0,1.0,-1.4000000000000057,1.0,5.0,0.0,0.0,3.856458333333333,0,193900.0,0.9221248066013408,0.94,-0.0499999999999999,1,30.08333333333333,0,0,0,0,1,10y+
E02083,Kenneth Warner,1996-04-19,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",133000.0,0.92,Male,55-59,Southeast Asian,Full-time,False,True,E11603,direct,NovaCorp-Origin,WorkdayHR,50.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,4.63,3.94,4.44,4.86,4.11,3.51,4.92,4.95,4.5625,4.0925,3.5075000000000003,4.525,4.2225,3.93,4.98,4.51,0.13,-0.1949999999999998,0.3680000000000001,0.115,-0.1239999999999998,-0.098,-0.016,0.2310000000000001,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.420000000000001,4.29125,0.051375,3.0,1.0,3.0,5.0,33.8,59.03333333333333,99.0,0.0,False,False,1.0,-4.0,-65.2,0.0,10.0,0.2,0.2,3.5992962962962967,0,130600.0,1.0183767228177645,0.91,0.01,0,30.08333333333333,0,0,0,0,0,10y+
E02084,Megan Coleman,1996-04-20,,active,Corporate Operations,Risk-Compliance,3,"Senior Manager, Corporate Operations",187900.0,0.94,Female,60+,Anglo-Australian,Full-time,False,False,E05814,acquisition,NovaCorp-Origin,WorkdayHR,82.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.42,1.62,2.84,2.02,3.93,3.99,1.47,3.24,2.9333333333333336,1.3866666666666667,2.4933333333333336,1.6966666666666663,3.856666666666667,3.94,2.22,3.6533333333333338,0.385,0.165,0.2549999999999999,-0.0249999999999999,0.0,0.0450000000000001,-0.505,-0.3349999999999999,5.0,3.0,0.4,1.0,True,0.0,2.81625,2.7725,-0.0018749999999999,3.0,2.0,3.0,3.0,40.5,68.06666666666666,82.6,0.0,False,False,1.0,-1.0,-42.1,0.0,5.0,0.0,0.2,3.0667,0,197500.0,0.9513924050632911,0.94,0.0,0,30.08333333333333,0,0,0,0,1,10y+
E02085,Kristin Meyer,1996-04-21,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",129400.0,0.89,Female,60+,Anglo-Australian,Full-time,False,False,E14401,acquisition,NovaCorp-Origin,WorkdayHR,86.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.31,3.73,4.5,3.45,4.11,3.55,3.47,1.6,3.176,4.106,4.01,3.708,4.642,3.698,3.2980000000000005,2.602,0.161,-0.2160000000000001,0.249,-0.0949999999999999,-0.1029999999999999,-0.063,0.172,-0.3139999999999999,5.0,5.0,0.0,0.0,True,0.0,3.465,3.655,-0.0261249999999999,3.0,3.0,4.0,5.0,61.2,69.23333333333333,75.5,0.0,False,False,1.0,-2.0,-14.299999999999995,0.0,6.0,0.0,0.0,3.20675,0,131800.0,0.9817905918057664,0.91,-0.02,1,30.08333333333333,0,0,0,0,1,10y+
E02086,Breanna King,1996-04-22,,active,Technology,Risk-Compliance,2,"Manager, Technology",116300.0,0.8,Female,60+,East Asian,Full-time,False,False,E12567,direct,NovaCorp-Origin,WorkdayHR,19.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,2.39,1.0,3.65,2.34,1.0,1.32,5.0,3.04,2.1925,1.4475,2.6475,2.445,1.51,2.4025,4.63,2.9975,-0.2088571428571427,-0.214,0.2625714285714285,0.2325714285714285,-0.2411428571428572,-0.5654285714285714,0.2605714285714285,0.0317142857142858,5.0,4.0,0.1999999999999999,1.0,True,0.0,2.4675,2.5340625,-0.0552499999999999,3.0,2.0,3.333333333333333,3.0,43.5,62.96666666666667,65.0,1.0,True,False,1.0,-1.0,-21.5,0.0,11.0,0.0,0.0909090909090909,2.872469696969697,0,130900.0,0.8884644766997708,0.91,-0.1099999999999999,1,30.08333333333333,0,0,0,0,0,10y+
E02087,Nicholas George,1996-04-22,,active,Technology,Operations-Processing,2,"Manager, Technology",130000.0,0.9,Non-binary,60+,Prefer not to say,Full-time,False,False,E09592,graduate,NovaCorp-Origin,WorkdayHR,59.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,4.09,3.05,3.67,4.22,4.5,4.64,3.66,3.18,3.7325,4.0275,4.13,4.685,4.1125,4.885,2.96,3.55,-0.005,-0.222,-0.221,-0.1950000000000001,1.7763568394002506e-16,-0.0520000000000001,0.291,-0.279,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.87625,4.0103125,-0.085375,3.0,4.0,3.6666666666666665,4.0,63.7,66.63333333333334,78.0,1.0,True,True,1.0,0.0,-14.299999999999995,1.0,3.0,0.0,0.0,3.745,0,130900.0,0.9931245225362872,0.91,-0.01,0,30.08333333333333,0,0,0,0,1,10y+
E02088,Amber Ward,1996-04-25,2025-05-15,departed,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",127900.0,0.88,Female,60+,Anglo-Australian,Part-time,False,False,E00791,agency,NovaCorp-Origin,WorkdayHR,47.0,353,False,2025-05-15,voluntary,Career advancement,False,False,High Performer,127900.0,E00791,pull,2025-05-15,True,1,0,2025-05-15,1.94,3.09,2.75,2.95,3.37,2.66,2.35,2.46,2.115,3.27,2.56,2.92,3.8,2.68,2.4450000000000003,2.68,-0.1166666666666666,-0.1200000000000002,0.1266666666666666,0.0200000000000001,-0.2866666666666668,-0.0133333333333334,-0.0633333333333332,-0.1466666666666666,4.0,2.0,0.5,1.0,True,0.0,2.6962500000000005,2.8087500000000003,-0.075,2.0,3.0,4.0,5.0,54.0,63.25,72.5,1.0,True,False,1.0,-2.0,-18.5,0.0,1.0,1.0,0.0,2.115,1,131800.0,0.9704097116843704,0.91,-0.03,1,29.416666666666668,0,0,0,1,0,10y+
E02089,Omar Carter,1996-04-26,,active,Risk & Compliance,Management,2,"Manager, Risk & Compliance",115200.0,0.79,Male,55-59,South Asian,Full-time,False,False,E00663,direct,NovaCorp-Origin,WorkdayHR,20.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,2.66,4.96,3.13,3.36,4.73,4.02,4.23,5.0,3.0075000000000003,4.8075,3.4625000000000004,3.9,4.38,4.717499999999999,4.237500000000001,4.87,-0.0368571428571427,0.1037142857142857,-0.0088571428571429,-0.2057142857142859,0.112,-0.2562857142857144,-0.1054285714285713,0.0422857142857142,5.0,4.0,0.1999999999999999,1.0,True,0.0,4.01125,4.1728125,-0.0443928571428571,3.0,3.0,3.333333333333333,4.0,61.8,64.43333333333334,76.0,0.0,False,False,1.0,-1.0,-14.200000000000005,0.0,5.0,0.0,0.0,3.0498000000000003,0,130600.0,0.8820826952526799,0.91,-0.12,1,30.08333333333333,0,0,0,0,0,10y+
E02090,Jared Stephens,1996-04-28,,active,Technology,Corporate-Support,2,"Manager, Technology",127000.0,0.88,Male,50-54,East Asian,Full-time,False,False,E00482,agency,NovaCorp-Origin,WorkdayHR,16.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,5.0,3.44,3.39,3.76,2.97,2.47,3.23,4.43,4.7225,2.8975,3.4025,3.83,3.19,2.0700000000000003,3.18,4.035,0.123,-0.0070000000000001,-0.0119999999999999,0.1419999999999998,-0.2439999999999998,0.289,0.0360000000000001,0.0709999999999999,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.58625,3.4159375,0.04975,3.0,4.0,3.0,2.0,85.7,60.26666666666667,25.1,0.0,False,False,1.0,2.0,60.6,1.0,5.0,0.0,0.2,3.7645,0,130900.0,0.9702062643239114,0.91,-0.03,1,30.08333333333333,0,0,0,1,0,10y+
E02091,Paul Lawrence,1996-04-28,,active,Corporate Operations,Technology,2,"Manager, Corporate Operations",129200.0,0.89,Male,50-54,Anglo-Australian,Full-time,False,False,E12674,agency,NovaCorp-Origin,WorkdayHR,20.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,1.12,3.83,4.12,2.15,3.79,2.76,3.0,3.94,2.344,3.31,3.5740000000000003,1.5699999999999998,3.178,3.286,1.978,3.346,-0.321,0.144,0.2299999999999999,0.3029999999999999,0.2129999999999999,-0.3189999999999999,0.149,0.0959999999999999,5.0,5.0,0.0,0.0,True,0.0,3.088750000000001,2.8232500000000003,0.0618749999999999,3.0,4.0,2.6666666666666665,1.0,89.9,59.46666666666667,28.7,1.0,True,True,1.0,3.0,61.2,1.0,7.0,0.0,0.0,3.323928571428571,0,131800.0,0.9802731411229136,0.91,-0.02,1,30.08333333333333,0,0,0,1,0,10y+
E02092,Eric Hall,1996-04-29,2024-03-08,departed,Retail Banking,Corporate-Support,2,"Manager, Retail Banking",128900.0,0.89,Male,50-54,Southeast Asian,Full-time,False,False,E10464,graduate,NovaCorp-Origin,WorkdayHR,52.0,339,False,2024-03-08,voluntary,Career advancement,True,False,Meets Expectations,128900.0,E10464,pull,2024-03-08,True,1,0,2024-03-08,3.92,3.58,4.01,3.83,3.19,3.83,1.94,1.86,3.92,3.58,4.01,3.83,3.19,3.83,1.94,1.86,,,,,,,,,1.0,1.0,0.0,0.0,True,0.0,3.27,3.27,,1.0,5.0,5.0,5.0,79.1,79.1,79.1,0.0,False,False,1.0,0.0,0.0,1.0,5.0,0.2,0.2,3.8227,0,131800.0,0.9779969650986344,0.91,-0.02,1,28.25,0,0,0,0,0,10y+
E02093,Raymond Hanson,1996-04-30,,active,Retail Banking,Management,2,"Manager, Retail Banking",127500.0,0.88,Male,60+,Middle Eastern,Full-time,True,False,E14236,agency,NovaCorp-Origin,WorkdayHR,51.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,4.47,3.22,2.4,3.38,3.49,3.51,2.9,2.72,4.585,3.81,3.275,3.425,3.5250000000000004,3.45,3.64,3.375,0.0739999999999998,-0.1979999999999998,-0.3620000000000001,-0.092,-0.2639999999999999,0.1039999999999999,-0.5119999999999999,-0.3579999999999998,5.0,4.0,0.1999999999999999,1.0,False,1.0,3.2612499999999995,3.635625,-0.2009999999999999,3.0,4.0,4.0,4.0,89.0,79.0,67.8,2.0,True,True,1.0,0.0,21.200000000000003,1.0,8.0,0.125,0.125,3.488,0,131800.0,0.9673748103186648,0.91,-0.03,1,30.08333333333333,1,0,0,1,0,10y+
E02094,Kathryn Cain DDS,1996-05-01,,active,Wealth Management,Client-Advisory,2,"Manager, Wealth Management",136900.0,0.94,Female,60+,Anglo-Australian,Part-time,False,False,E05253,direct,NovaCorp-Origin,WorkdayHR,83.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.78,4.25,3.63,2.39,4.37,2.76,4.34,3.94,3.4275,4.435,3.01,2.66,4.04,3.7125,3.905,3.7875,0.0059999999999998,0.14,0.168,-0.313,0.1179999999999999,-0.3010000000000001,0.1849999999999999,0.113,5.0,4.0,0.1999999999999999,1.0,True,0.0,3.6825,3.6221875,0.0144999999999999,3.0,3.0,3.0,1.0,60.9,60.13333333333333,27.2,1.0,True,False,1.0,2.0,33.7,0.0,3.0,0.0,0.0,3.2678333333333334,0,131200.0,1.0434451219512195,0.91,0.0299999999999999,0,30.08333333333333,0,0,0,0,1,10y+
E02095,Ethan Hawkins,1996-05-03,,active,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",118200.0,0.82,Male,60+,Anglo-Australian,Full-time,False,False,E13088,referral,NovaCorp-Origin,WorkdayHR,39.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,1.36,1.09,2.55,3.2,2.95,3.14,1.22,3.62,1.46,1.6375000000000002,2.22,2.9125,3.03,3.4675,1.355,3.27,0.0068571428571428,-0.2254285714285715,0.2297142857142858,0.1808571428571428,-0.0891428571428571,-0.0517142857142856,0.0234285714285714,0.1782857142857141,5.0,4.0,0.1999999999999999,1.0,True,0.0,2.39125,2.4190625000000003,0.0316071428571428,3.0,3.0,3.6666666666666665,3.0,67.5,71.96666666666665,68.1,1.0,True,False,1.0,0.0,-0.5999999999999943,0.0,5.0,0.2,0.0,2.4828666666666668,0,131800.0,0.8968133535660091,0.91,-0.09,1,30.08333333333333,0,0,0,0,0,10y+
E02096,Julie Moon,1996-05-06,2024-03-29,departed,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",123700.0,0.85,Female,60+,Anglo-Australian,Full-time,False,False,E04052,direct,NovaCorp-Origin,WorkdayHR,54.0,339,False,2024-03-29,voluntary,Career advancement,True,False,Meets Expectations,123700.0,E04052,pull,2024-03-29,True,1,0,2024-03-29,3.89,3.72,4.61,4.15,3.47,4.1,4.71,3.41,3.89,3.72,4.61,4.15,3.47,4.1,4.71,3.41,,,,,,,,,1.0,1.0,0.0,0.0,True,0.0,4.0075,4.0075,,1.0,3.0,3.0,3.0,65.5,65.5,65.5,0.0,False,False,1.0,0.0,0.0,0.0,7.0,0.1428571428571428,0.1428571428571428,3.5870714285714285,0,131800.0,0.9385432473444612,0.91,-0.06,1,28.25,0,0,0,0,1,10y+
E02097,Sheila Dorsey,1996-05-07,,active,Corporate Operations,Technology,2,"Manager, Corporate Operations",125800.0,0.87,Female,45-49,Anglo-Australian,Full-time,False,True,E01281,acquisition,NovaCorp-Origin,WorkdayHR,70.0,361,False,,,,,,,,,,,False,0,0,2025-12-31,3.79,2.61,2.73,3.74,3.85,3.78,2.06,4.37,3.932,3.4480000000000004,3.728,3.518,3.446,3.33,2.524,3.87,-0.0529999999999999,-0.5790000000000002,-0.0209999999999999,0.176,0.2030000000000001,0.2859999999999998,-0.221,-0.0169999999999999,5.0,5.0,0.0,0.0,True,0.0,3.3662500000000004,3.4745000000000004,-0.0282499999999999,3.0,4.0,3.6666666666666665,5.0,74.1,71.5,89.0,0.0,False,False,1.0,-1.0,-14.900000000000006,1.0,9.0,0.1111111111111111,0.3333333333333333,3.6721875,0,131800.0,0.9544764795144158,0.91,-0.04,1,30.08333333333333,0,0,0,0,1,10y+
E02099,Colleen Schneider,1996-05-09,,active,Risk & Compliance,Technology,3,"Senior Manager, Risk & Compliance",170200.0,0.85,Female,60+,African,Fixed-term,False,False,E13973,referral,NovaCorp-Origin,WorkdayHR,29.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,4.12,3.72,5.0,2.38,4.04,4.09,1.0,3.48,4.076,3.5340000000000003,4.19,2.95,4.426,3.646,1.914,3.752,0.0659999999999999,0.0790000000000001,0.2899999999999999,-0.288,-0.073,0.1149999999999998,-0.398,-0.104,5.0,5.0,0.0,0.0,True,0.0,3.47875,3.5610000000000004,-0.039125,3.0,3.0,4.0,5.0,55.3,74.63333333333334,86.7,1.0,True,False,1.0,-2.0,-31.40000000000001,0.0,5.0,0.0,0.0,3.3806,0,190700.0,0.8925013109596225,0.94,-0.0899999999999999,1,30.0,0,0,0,0,0,10y+
E02100,Sierra Pierce,1996-05-10,,active,Corporate Operations,Client-Advisory,3,"Senior Manager, Corporate Operations",186400.0,0.93,Female,60+,Middle Eastern,Full-time,False,False,E08542,agency,NovaCorp-Origin,WorkdayHR,30.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,2.53,1.98,2.2,1.87,3.14,1.95,1.87,2.2,3.028,1.912,2.036,1.654,2.404,1.416,3.034,3.322,-0.0089999999999999,-0.269,-0.1349999999999999,-0.081,0.1529999999999999,0.072,-0.5139999999999999,-0.196,5.0,5.0,0.0,0.0,True,0.0,2.2175,2.35075,-0.122375,3.0,3.0,3.0,3.0,53.9,60.26666666666667,68.3,0.0,False,False,1.0,0.0,-14.4,0.0,11.0,0.0909090909090909,0.0909090909090909,2.7002727272727274,0,197500.0,0.9437974683544303,0.94,-0.0099999999999998,0,30.0,0,0,0,1,0,10y+
E02101,Patrick Wells,1996-05-11,,active,Technology,Corporate-Support,2,"Manager, Technology",130900.0,0.9,Male,60+,Anglo-Australian,Full-time,False,False,E10504,direct,NovaCorp-Origin,WorkdayHR,74.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,3.02,3.66,3.47,1.54,2.28,5.0,3.43,1.86,2.408,3.406,3.194,2.026,2.538,4.33,3.332,2.952,0.186,0.3660000000000001,0.373,-0.062,-0.3129999999999999,0.2609999999999999,0.118,-0.4630000000000001,5.0,5.0,0.0,0.0,True,0.0,3.0325,3.02325,0.05825,3.0,5.0,4.333333333333333,4.0,85.4,79.0,81.5,1.0,True,False,1.0,1.0,3.9000000000000057,1.0,6.0,0.0,0.0,3.29325,0,130900.0,1.0,0.91,-0.01,0,30.0,0,0,0,0,1,10y+
E02102,Matthew Richardson,1996-05-11,,active,Wealth Management,Operations-Processing,2,"Manager, Wealth Management",115900.0,0.8,Male,60+,South Asian,Full-time,False,False,E13970,direct,NovaCorp-Origin,WorkdayHR,26.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,2.37,3.78,5.0,3.47,1.76,4.94,2.47,3.45,2.0125,4.355,4.635,3.14,1.7125,4.63,2.0625,3.45,0.213,-0.0780000000000001,0.1379999999999999,-0.0599999999999999,-0.1269999999999998,0.408,0.301,-0.0839999999999998,5.0,4.0,0.1999999999999999,1.0,False,1.0,3.405,3.2496875000000003,0.088875,3.0,3.0,3.0,3.0,58.9,60.63333333333333,49.6,0.0,False,False,1.0,0.0,9.299999999999995,0.0,6.0,0.0,0.0,3.284555555555556,0,131200.0,0.8833841463414634,0.91,-0.1099999999999999,1,30.0,0,0,0,0,0,10y+
E02103,Lori Woods,1996-05-11,2024-05-24,departed,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",138000.0,0.95,Female,50-54,Prefer not to say,Part-time,False,False,E04415,direct,NovaCorp-Origin,WorkdayHR,49.0,341,False,2024-05-24,involuntary,Involuntary - performance,False,False,Meets Expectations,138000.0,E04415,push,2024-05-24,True,0,0,2024-05-24,4.42,3.64,3.55,3.95,3.77,4.95,3.53,3.94,4.42,3.64,3.55,3.95,3.77,4.95,3.53,3.94,,,,,,,,,1.0,1.0,0.0,0.0,True,0.0,3.96875,3.96875,,1.0,5.0,5.0,5.0,76.9,76.9,76.9,1.0,True,True,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.852,0,131800.0,1.047040971168437,0.91,0.0399999999999999,0,28.416666666666668,0,0,0,0,0,10y+
E02105,Kiara Coleman,1996-05-12,2024-04-30,departed,Retail Banking,Technology,2,"Manager, Retail Banking",116900.0,0.81,Female,60+,Anglo-Australian,Full-time,False,True,E07901,referral,NovaCorp-Origin,WorkdayHR,86.0,340,False,2024-04-30,voluntary,Career advancement,True,False,Below Expectations,116900.0,E07901,push,2024-04-30,True,1,0,2024-04-30,3.73,2.54,3.87,3.12,3.86,3.91,2.59,3.03,3.73,2.54,3.87,3.12,3.86,3.91,2.59,3.03,,,,,,,,,1.0,1.0,0.0,0.0,True,0.0,3.3312500000000003,3.3312500000000003,,1.0,3.0,3.0,3.0,68.3,68.3,68.3,0.0,False,False,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,3.4385,0,131800.0,0.8869499241274659,0.91,-0.0999999999999999,1,28.33333333333333,0,0,0,0,1,10y+
E02106,Bethany Miller,1996-05-15,,active,Technology,Operations-Processing,2,"Manager, Technology",132600.0,0.91,Female,60+,Anglo-Australian,Full-time,True,False,E03544,agency,NovaCorp-Origin,WorkdayHR,88.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,4.86,1.82,2.94,2.09,2.07,1.66,2.48,3.53,4.407500000000001,1.45,3.5025,1.935,2.795,1.6925,2.9075,2.9975,0.1894285714285715,0.1908571428571428,-0.1242857142857142,0.0588571428571428,-0.4577142857142857,-0.1174285714285714,-0.2140000000000001,0.178,5.0,4.0,0.1999999999999999,1.0,True,0.0,2.6812500000000004,2.7109375,-0.0370357142857143,3.0,3.0,3.6666666666666665,4.0,51.4,70.46666666666667,75.7,1.0,True,False,1.0,-1.0,-24.300000000000004,0.0,10.0,0.1,0.1,3.5766851851851857,0,130900.0,1.0129870129870129,0.91,0.0,0,30.0,1,0,0,1,1,10y+
E02107,Robert Osborne,1996-05-17,,active,Technology,Risk-Compliance,2,"Manager, Technology",133400.0,0.92,Male,55-59,European (non-Anglo),Full-time,True,False,E12880,agency,NovaCorp-Origin,WorkdayHR,79.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,2.3,4.26,2.55,3.59,2.61,3.98,1.68,3.6,2.17,3.682,2.994,3.2920000000000003,2.99,3.718,2.018,3.096,-0.1740000000000001,0.3829999999999999,-0.197,-0.0059999999999998,-0.143,0.21,0.0339999999999999,-0.0629999999999999,5.0,5.0,0.0,0.0,True,0.0,3.07125,2.995,0.0054999999999999,3.0,5.0,4.0,4.0,95.2,71.76666666666667,68.0,0.0,False,False,1.0,1.0,27.200000000000003,1.0,9.0,0.0,0.1111111111111111,3.2527222222222223,0,130900.0,1.0190985485103132,0.91,0.01,0,30.0,1,0,0,1,1,10y+
E02109,Kelly Reese,1996-05-18,,active,Insurance,Corporate-Support,2,"Manager, Insurance",126800.0,0.87,Female,45-49,Anglo-Australian,Full-time,False,False,E01754,agency,NovaCorp-Origin,WorkdayHR,41.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,3.9,5.0,3.4,2.95,3.11,5.0,4.51,3.34,4.122,4.632,3.124,3.346,3.772,4.618,3.7120000000000006,3.496,-0.1080000000000001,0.2000000000000001,0.129,-0.2919999999999998,-0.372,0.1020000000000001,0.3539999999999999,-0.1599999999999999,5.0,5.0,0.0,0.0,True,0.0,3.90125,3.85275,-0.0183749999999999,3.0,3.0,3.0,4.0,44.4,59.3,94.7,0.0,False,False,1.0,-1.0,-50.3,0.0,2.0,0.0,0.0,2.6726666666666667,0,130650.0,0.9705319556065825,0.91,-0.04,1,30.0,0,0,0,1,0,10y+
E02110,Cathy Hoover,1996-05-20,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",125100.0,0.86,Female,60+,Southeast Asian,Full-time,True,True,E10732,agency,NovaCorp-Origin,WorkdayHR,26.0,360,False,,,,,,,,,,,False,0,0,2025-12-31,2.05,3.47,3.87,3.25,1.78,2.61,3.43,3.51,2.6825,3.6775,3.3875,3.3775,1.8525,3.2275,3.22,3.3825,-0.2429999999999998,-0.1269999999999999,-0.029,0.015,0.0609999999999998,-0.1709999999999999,0.1180000000000001,0.0429999999999999,5.0,4.0,0.1999999999999999,1.0,False,1.0,2.99625,3.1009375,-0.0416249999999999,3.0,4.0,4.333333333333333,5.0,72.9,75.36666666666667,78.4,2.0,True,True,1.0,-1.0,-5.5,1.0,2.0,0.0,0.5,3.33125,0,131800.0,0.9491654021244308,0.91,-0.05,1,30.0,1,0,0,1,0,10y+
